,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,1865円,142分,101.7%,21件
1,750-799,3503円,124分,103.8%,29件
2,800-849,2691円,147分,102.4%,45件
3,850-899,6150円,129分,106.3%,41件
4,900-949,2439円,132分,102.5%,47件
5,950-999,3480円,136分,103.4%,52件
6,1000-1049,4188円,132分,104.2%,67件
7,1050-1099,3450円,121分,103.8%,70件
8,1100-1149,3285円,123分,103.6%,82件
9,1150-1199,4561円,123分,104.9%,96件
10,1200-1249,3536円,119分,104%,102件
11,1250-1299,5096円,109分,106.2%,101件
12,1300-1349,4947円,113分,105.8%,108件
13,1350-1399,4829円,107分,106%,101件
14,1400-1449,4431円,104分,105.7%,110件
15,1450-1499,3419円,104分,104.4%,131件
16,1500-1549,4192円,101分,105.5%,113件
17,1550-1599,4525円,97分,106.2%,144件
18,1600-1649,5030円,94分,107.1%,130件
19,1650-1699,5479円,94分,107.8%,138件
20,1700-1749,6037円,94分,108.6%,127件
21,1750-1799,5481円,87分,108.4%,113件
22,1800-1849,5020円,83分,108.1%,144件
23,1850-1899,5354円,78分,109.1%,139件
24,1900-1949,4680円,78分,108%,125件
25,1950-1999,6885円,74分,112.5%,126件
26,2000-2049,5616円,70分,110.7%,93件
27,2050-2099,4075円,69分,107.8%,98件
28,2100-2149,6060円,68分,111.8%,90件
29,2150-2199,6927円,63分,114.7%,91件
30,2200-2249,6745円,55分,116.3%,106件
31,2250-2299,7330円,52分,118.7%,87件
32,2300-2349,7443円,48分,120.8%,83件
33,2350-2399,6636円,47分,118.8%,86件
34,2400-2449,7591円,45分,122.7%,81件
35,2450-2499,7031円,44分,121.5%,64件
36,2500-2549,7511円,44分,122.8%,80件
37,2550-2599,7923円,43分,124.6%,76件
38,2600-2649,8658円,39分,129.5%,66件
39,2650-2699,9925円,37分,135.3%,60件
40,2700-2749,9788円,35分,137.2%,51件
41,2750-2799,11146円,31分,147.9%,54件
42,2800-2849,11848円,30分,152.1%,74件
43,2850-2899,12411円,27分,162%,63件
44,2900-2949,14062円,23分,181%,47件
