,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,150-199,-2736円,160分,97.7%,38260件
1,200-249,-2588円,159分,97.8%,11518件
2,250-299,-2167円,158分,98.2%,6180件
3,300-349,-2001円,154分,98.3%,4226件
4,350-399,-1804円,151分,98.4%,3453件
5,400-449,-1599円,151分,98.6%,2969件
6,450-499,-1317円,150分,98.8%,2878件
7,500-549,-1210円,146分,98.9%,2721件
8,550-599,-1294円,146分,98.8%,2711件
9,600-649,-884円,141分,99.2%,2626件
10,650-699,-936円,140分,99.1%,2628件
11,700-749,-890円,138分,99.1%,2614件
12,750-799,-529円,137分,99.5%,2619件
13,800-849,-392円,134分,99.6%,2447件
14,850-899,-308円,131分,99.7%,2722件
15,900-949,-69円,130分,99.9%,2784件
16,950-999,280円,127分,100.3%,2668件
17,1000-1049,587円,124分,100.6%,2579件
18,1050-1099,503円,123分,100.5%,2458件
19,1100-1149,246円,121分,100.3%,2449件
20,1150-1199,809円,118分,100.9%,2307件
21,1200-1249,1054円,114分,101.2%,2250件
22,1250-1299,1079円,113分,101.3%,2137件
23,1300-1349,1317円,110分,101.6%,2100件
24,1350-1399,1570円,107分,102%,2093件
25,1400-1449,1416円,105分,101.8%,2079件
26,1450-1499,1699円,101分,102.2%,1951件
27,1500-1549,1936円,100分,102.6%,1882件
28,1550-1599,2397円,98分,103.3%,1949件
29,1600-1649,2622円,94分,103.7%,1820件
30,1650-1699,2770円,91分,104%,1841件
31,1700-1749,2862円,89分,104.3%,1845件
32,1750-1799,2641円,87分,104%,1704件
33,1800-1849,3377円,83分,105.4%,1645件
34,1850-1899,3110円,80分,105.2%,1663件
35,1900-1949,3381円,76分,105.9%,1623件
36,1950-1999,3339円,72分,106.2%,1516件
37,2000-2049,4072円,69分,107.9%,1554件
38,2050-2099,4437円,66分,109%,1482件
39,2100-2149,4362円,63分,109.2%,1458件
40,2150-2199,4320円,60分,109.6%,1415件
41,2200-2249,4762円,57分,111.2%,1415件
42,2250-2299,4996円,53分,112.5%,1367件
43,2300-2349,5108円,51分,113.5%,1262件
44,2350-2399,5739円,46分,116.5%,1279件
45,2400-2449,5587円,46分,116.2%,1228件
46,2450-2499,6089円,44分,118.5%,1206件
47,2500-2549,6656円,42分,121.4%,1217件
48,2550-2599,7130円,40分,123.5%,1171件
49,2600-2649,7029円,40分,123.2%,938件
