,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,1505円,150分,101.3%,15564件
1,450-499,1791円,150分,101.6%,4805件
2,500-549,2277円,146分,102.1%,2549件
3,550-599,2429円,144分,102.2%,1735件
4,600-649,2284円,143分,102.1%,1456件
5,650-699,2037円,142分,101.9%,1208件
6,700-749,2700円,139分,102.6%,1157件
7,750-799,2887円,135分,102.9%,1125件
8,800-849,2683円,135分,102.7%,1143件
9,850-899,3004円,131分,103%,1021件
10,900-949,2614円,130分,102.7%,1009件
11,950-999,3112円,127分,103.3%,1077件
12,1000-1049,3467円,128分,103.6%,1071件
13,1050-1099,3382円,124分,103.6%,963件
14,1100-1149,3504円,119分,103.9%,1149件
15,1150-1199,3819円,118分,104.3%,1095件
16,1200-1249,3837円,116分,104.4%,1041件
17,1250-1299,4740円,113分,105.6%,1057件
18,1300-1349,4970円,112分,105.9%,997件
19,1350-1399,4412円,110分,105.4%,1014件
20,1400-1449,4436円,106分,105.6%,924件
21,1450-1499,4616円,101分,106.1%,889件
22,1500-1549,5298円,101分,107%,858件
23,1550-1599,4426円,97分,106.1%,860件
24,1600-1649,5311円,95分,107.5%,833件
25,1650-1699,5098円,92分,107.4%,836件
26,1700-1749,5351円,88分,108.1%,778件
27,1750-1799,5991円,86分,109.3%,736件
28,1800-1849,6260円,85分,109.9%,772件
29,1850-1899,6095円,80分,110.1%,707件
30,1900-1949,6076円,78分,110.4%,714件
31,1950-1999,6356円,76分,111.2%,711件
32,2000-2049,6684円,72分,112.3%,724件
33,2050-2099,7098円,69分,113.8%,649件
34,2100-2149,6874円,63分,114.5%,664件
35,2150-2199,6649円,58分,115.2%,633件
36,2200-2249,6972円,53分,117.6%,609件
37,2250-2299,7366円,50分,119.5%,595件
38,2300-2349,7316円,48分,120.5%,573件
39,2350-2399,7479円,45分,122.3%,573件
40,2400-2449,7629円,43分,123.4%,578件
41,2450-2499,8302円,41分,127%,545件
42,2500-2549,8332円,40分,127.6%,521件
43,2550-2599,8521円,40分,128.6%,513件
44,2600-2649,9009円,39分,131.1%,464件
45,2650-2699,9880円,36分,136.9%,499件
46,2700-2749,10157円,34分,140%,462件
47,2750-2799,10708円,31分,146.3%,474件
48,2800-2849,11586円,29分,153.2%,432件
49,2850-2899,11277円,30分,150.9%,381件
