,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,3856円,133分,103.9%,523件
1,950-999,3178円,133分,103.2%,542件
2,1000-1049,3327円,129分,103.4%,596件
3,1050-1099,4250円,123分,104.6%,612件
4,1100-1149,4304円,128分,104.5%,603件
5,1150-1199,4157円,121分,104.6%,612件
6,1200-1249,4858円,116分,105.6%,583件
7,1250-1299,4341円,117分,105%,528件
8,1300-1349,4299円,114分,105%,554件
9,1350-1399,5180円,109分,106.3%,518件
10,1400-1449,4440円,108分,105.5%,480件
11,1450-1499,4716円,106分,105.9%,488件
12,1500-1549,5090円,104分,106.6%,486件
13,1550-1599,5777円,98分,107.8%,458件
14,1600-1649,5160円,96分,107.2%,460件
15,1650-1699,5609円,95分,107.9%,449件
16,1700-1749,5025円,89分,107.5%,391件
17,1750-1799,6006円,88分,109.1%,358件
18,1800-1849,5859円,85分,109.2%,379件
19,1850-1899,6646円,81分,111%,323件
20,1900-1949,5681円,78分,109.7%,307件
21,1950-1999,7404円,75分,113.2%,307件
22,2000-2049,5782円,72分,110.8%,298件
23,2050-2099,6075円,69分,111.8%,301件
24,2100-2149,6600円,63分,113.9%,289件
25,2150-2199,6668円,61分,114.5%,271件
26,2200-2249,6639円,58分,115.1%,270件
27,2250-2299,7039円,53分,117.7%,236件
28,2300-2349,6031円,53分,115.1%,245件
29,2350-2399,7117円,49分,119.4%,206件
30,2400-2449,7225円,47分,120.4%,237件
31,2450-2499,8407円,43分,125.8%,222件
32,2500-2549,8375円,43分,126.3%,216件
33,2550-2599,8769円,42分,128%,255件
34,2600-2649,8935円,41分,129.4%,214件
35,2650-2699,9776円,37分,134.9%,189件
36,2700-2749,10726円,35分,140.7%,190件
37,2750-2799,11273円,34分,144.7%,178件
38,2800-2849,12247円,30分,154.3%,175件
39,2850-2899,12989円,27分,165%,149件
40,2900-2949,14495円,24分,179.8%,137件
