,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,850-899,2799円,135分,102.8%,2731件
1,900-949,2601円,132分,102.6%,2661件
2,950-999,2424円,132分,102.5%,2508件
3,1000-1049,2777円,127分,102.9%,2456件
4,1050-1099,3046円,125分,103.3%,2499件
5,1100-1149,3851円,124分,104.2%,2339件
6,1150-1199,3300円,121分,103.6%,2370件
7,1200-1249,3764円,117分,104.3%,2319件
8,1250-1299,3487円,115分,104%,2234件
9,1300-1349,3567円,113分,104.2%,2274件
10,1350-1399,4193円,110分,105.1%,2128件
11,1400-1449,4339円,108分,105.4%,2150件
12,1450-1499,4240円,106分,105.3%,1995件
13,1500-1549,4570円,101分,106%,2020件
14,1550-1599,4938円,100分,106.6%,1925件
15,1600-1649,4383円,97分,106%,1894件
16,1650-1699,4882円,93分,107%,1804件
17,1700-1749,5000円,91分,107.4%,1804件
18,1750-1799,4571円,87分,107%,1732件
19,1800-1849,4799円,84分,107.6%,1697件
20,1850-1899,5127円,80分,108.5%,1721件
21,1900-1949,5481円,79分,109.3%,1624件
22,1950-1999,5143円,75分,109.1%,1619件
23,2000-2049,5767円,72分,110.6%,1587件
24,2050-2099,5726円,70分,111%,1463件
25,2100-2149,5560円,66分,111.3%,1448件
26,2150-2199,6272円,63分,113.2%,1441件
27,2200-2249,6177円,59分,114%,1422件
28,2250-2299,6218円,56分,114.9%,1324件
29,2300-2349,6400円,52分,116.4%,1348件
30,2350-2399,6822円,49分,118.6%,1247件
31,2400-2449,7253円,47分,120.7%,1269件
32,2450-2499,7551円,45分,122.2%,1190件
33,2500-2549,8254円,44分,125.3%,1088件
34,2550-2599,8609円,41分,127.9%,880件
35,2600-2649,9023円,40分,130.2%,781件
36,2650-2699,9570円,37分,134.1%,584件
37,2700-2749,10632円,35分,140%,481件
38,2750-2799,11161円,32分,146%,379件
39,2800-2849,12390円,30分,155.2%,333件
40,2850-2899,12899円,27分,162.7%,258件
41,2900-2949,13849円,24分,176.1%,177件
