,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,-836円,171分,99.3%,47件
1,400-449,465円,155分,100.4%,70件
2,450-499,180円,150分,100.2%,104件
3,500-549,703円,150分,100.6%,136件
4,550-599,459円,141分,100.4%,179件
5,600-649,1517円,140分,101.4%,204件
6,650-699,1458円,141分,101.4%,215件
7,700-749,1551円,139分,101.5%,239件
8,750-799,503円,140分,100.5%,281件
9,800-849,1553円,137分,101.5%,288件
10,850-899,1990円,134分,102%,301件
11,900-949,2163円,132分,102.2%,358件
12,950-999,2790円,128分,102.9%,360件
13,1000-1049,2036円,125分,102.2%,435件
14,1050-1099,3061円,124分,103.3%,425件
15,1100-1149,2021円,123分,102.2%,421件
16,1150-1199,2161円,120分,102.4%,479件
17,1200-1249,2891円,118分,103.3%,470件
18,1250-1299,3066円,115分,103.6%,402件
19,1300-1349,2355円,116分,102.7%,425件
20,1350-1399,3126円,108分,103.9%,436件
21,1400-1449,2847円,108分,103.5%,447件
22,1450-1499,3513円,103分,104.5%,413件
23,1500-1549,3469円,101分,104.6%,433件
24,1550-1599,4148円,99分,105.6%,411件
25,1600-1649,4533円,96分,106.3%,446件
26,1650-1699,4139円,92分,106%,384件
27,1700-1749,3952円,90分,105.9%,383件
28,1750-1799,4580円,85分,107.2%,335件
29,1800-1849,4865円,80分,108.1%,339件
30,1850-1899,5592円,80分,109.4%,320件
31,1900-1949,5648円,77分,109.8%,316件
32,1950-1999,5216円,72分,109.6%,283件
33,2000-2049,6008円,70分,111.4%,276件
34,2050-2099,6125円,67分,112.2%,276件
35,2100-2149,5195円,65分,110.7%,265件
36,2150-2199,4762円,64分,110%,263件
37,2200-2249,6021円,56分,114.3%,226件
38,2250-2299,5973円,54分,114.6%,226件
39,2300-2349,6139円,51分,116.1%,224件
40,2350-2399,6341円,48分,117.7%,229件
41,2400-2449,7149円,43分,122%,204件
42,2450-2499,6263円,45分,118.7%,216件
43,2500-2549,6992円,43分,121.6%,174件
44,2550-2599,8480円,39分,128.9%,199件
45,2600-2649,8846円,39分,130%,160件
46,2650-2699,9498円,36分,135.1%,201件
47,2700-2749,9667円,36分,135.9%,157件
48,2750-2799,10873円,32分,145%,146件
49,2800-2849,11912円,28分,156.2%,144件
50,2850-2899,12407円,26分,162.9%,156件
51,2900-2949,13999円,23分,180%,130件
