,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-563円,155分,99.5%,2286件
1,350-399,-672円,154分,99.4%,2984件
2,400-449,-484円,153分,99.6%,2710件
3,450-499,-71円,149分,99.9%,2491件
4,500-549,-117円,149分,99.9%,2137件
5,550-599,-28円,147分,100%,1948件
6,600-649,-79円,146分,99.9%,1799件
7,650-699,412円,141分,100.4%,1732件
8,700-749,104円,142分,100.1%,1538件
9,750-799,616円,139分,100.6%,1513件
10,800-849,1055円,136分,101%,1385件
11,850-899,1487円,133分,101.5%,1321件
12,900-949,964円,131分,101%,2348件
13,950-999,1113円,130分,101.1%,1355件
14,1000-1049,1151円,126分,101.2%,1408件
15,1050-1099,1603円,125分,101.7%,1223件
16,1100-1149,1970円,122分,102.1%,1105件
17,1150-1199,1934円,119分,102.2%,1078件
18,1200-1249,1891円,118分,102.1%,1066件
19,1250-1299,1527円,115分,101.8%,966件
20,1300-1349,2434円,112分,102.9%,980件
21,1350-1399,3229円,110分,103.9%,879件
22,1400-1449,2612円,108分,103.2%,893件
23,1450-1499,2804円,104分,103.6%,910件
24,1500-1549,2909円,100分,103.9%,885件
25,1550-1599,3115円,97分,104.3%,901件
26,1600-1649,3954円,94分,105.6%,859件
27,1650-1699,4087円,92分,105.9%,841件
28,1700-1749,3795円,91分,105.6%,730件
29,1750-1799,4277円,86分,106.6%,778件
30,1800-1849,4494円,86分,107%,729件
31,1850-1899,4208円,80分,107%,709件
32,1900-1949,4621円,77分,108%,684件
33,1950-1999,4805円,74分,108.6%,675件
34,2000-2049,5430円,69分,110.5%,674件
35,2050-2099,5269円,67分,110.5%,658件
36,2100-2149,4745円,62分,110.2%,663件
37,2150-2199,5411円,60分,112%,615件
38,2200-2249,5565円,58分,112.9%,623件
39,2250-2299,6112円,53分,115.3%,645件
40,2300-2349,5718円,51分,115.1%,548件
41,2350-2399,5686円,48分,115.8%,571件
42,2400-2449,6460円,47分,118.5%,546件
43,2450-2499,7026円,44分,121.3%,542件
44,2500-2549,7517円,43分,123.3%,493件
45,2550-2599,7192円,42分,123%,519件
46,2600-2649,8303円,39分,128.4%,452件
47,2650-2699,8986円,37分,132.2%,460件
48,2700-2749,9547円,34分,137.2%,439件
49,2750-2799,10188円,33分,141.5%,389件
50,2800-2849,11362円,29分,151.9%,304件
51,2850-2899,12242円,25分,164.5%,276件
52,2900-2949,12621円,22分,175.1%,201件
