,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,-642円,150分,99.4%,180件
1,400-449,-1815円,150分,98.4%,225件
2,450-499,-1555円,153分,98.6%,276件
3,500-549,-839円,142分,99.2%,355件
4,550-599,-1952円,145分,98.2%,409件
5,600-649,-237円,141分,99.8%,440件
6,650-699,-583円,141分,99.4%,478件
7,700-749,-526円,140分,99.5%,539件
8,750-799,-711円,137分,99.3%,572件
9,800-849,82円,134分,100.1%,565件
10,850-899,128円,132分,100.1%,634件
11,900-949,-477円,133分,99.5%,642件
12,950-999,33円,130分,100%,735件
13,1000-1049,599円,124分,100.6%,743件
14,1050-1099,520円,127分,100.5%,725件
15,1100-1149,603円,121分,100.7%,722件
16,1150-1199,1057円,117分,101.2%,677件
17,1200-1249,1275円,116分,101.5%,645件
18,1250-1299,1267円,114分,101.5%,676件
19,1300-1349,1993円,109分,102.4%,623件
20,1350-1399,1543円,107分,101.9%,589件
21,1400-1449,1403円,107分,101.8%,583件
22,1450-1499,2047円,103分,102.6%,598件
23,1500-1549,2505円,99分,103.4%,542件
24,1550-1599,2679円,96分,103.7%,573件
25,1600-1649,2613円,96分,103.6%,544件
26,1650-1699,2525円,90分,103.7%,473件
27,1700-1749,3283円,89分,104.9%,444件
28,1750-1799,3547円,86分,105.5%,459件
29,1800-1849,4205円,82分,106.8%,393件
30,1850-1899,3141円,80分,105.2%,367件
31,1900-1949,4744円,76分,108.3%,357件
32,1950-1999,3914円,73分,107.2%,363件
33,2000-2049,4209円,70分,108%,367件
34,2050-2099,4701円,65分,109.6%,353件
35,2100-2149,4698円,64分,109.8%,329件
36,2150-2199,4416円,60分,109.8%,321件
37,2200-2249,5217円,56分,112.4%,300件
38,2250-2299,4645円,55分,111.3%,298件
39,2300-2349,5440円,51分,114.3%,246件
40,2350-2399,5481円,47分,115.4%,286件
41,2400-2449,6349円,44分,119.1%,266件
42,2450-2499,6590円,43分,120.6%,263件
43,2500-2549,6881円,42分,121.6%,309件
44,2550-2599,6910円,41分,122.3%,252件
45,2600-2649,7839円,38分,127.2%,228件
46,2650-2699,8729円,36分,132.1%,230件
47,2700-2749,9291円,34分,136%,221件
48,2750-2799,9996円,32分,142%,211件
49,2800-2849,10878円,28分,151.1%,187件
50,2850-2899,12322円,26分,163.5%,191件
51,2900-2949,13106円,22分,177.9%,168件
