,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,6925円,108分,108.5%,924件
1,1450-1499,7004円,103分,109%,889件
2,1500-1549,7722円,103分,110%,858件
3,1550-1599,6709円,100分,109%,860件
4,1600-1649,7601円,97分,110.4%,833件
5,1650-1699,7289円,94分,110.4%,836件
6,1700-1749,7470円,90分,111%,778件
7,1750-1799,8116円,87分,112.4%,736件
8,1800-1849,8357円,86分,112.9%,772件
9,1850-1899,8083円,82分,113.1%,707件
10,1900-1949,7998円,79分,113.4%,714件
11,1950-1999,8245円,77分,114.2%,711件
12,2000-2049,8510円,74分,115.3%,724件
13,2050-2099,8874円,70分,116.9%,649件
14,2100-2149,8504円,65分,117.5%,664件
15,2150-2199,8131円,60分,118.1%,633件
16,2200-2249,8359円,54分,120.6%,609件
17,2250-2299,8685円,51分,122.5%,595件
18,2300-2349,8566円,49分,123.5%,573件
19,2350-2399,8688円,46分,125.3%,573件
20,2400-2449,8808円,45分,126.4%,578件
21,2450-2499,9474円,42分,130.1%,545件
22,2500-2549,9504円,41分,130.7%,521件
23,2550-2599,9693円,41分,131.7%,513件
24,2600-2649,10181円,40分,134.2%,464件
25,2650-2699,11052円,37分,140.1%,499件
26,2700-2749,11329円,35分,143.2%,462件
27,2750-2799,11880円,32分,149.7%,474件
28,2800-2849,12758円,30分,156.5%,432件
29,2850-2899,12449円,31分,154.3%,381件
