,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,5846円,132分,105.9%,384件
1,800-849,4881円,132分,104.9%,363件
2,850-899,5151円,132分,105.2%,402件
3,900-949,5151円,130分,105.3%,380件
4,950-999,4981円,131分,105.1%,398件
5,1000-1049,6000円,123分,106.5%,414件
6,1050-1099,5262円,124分,105.7%,374件
7,1100-1149,6270円,119分,107%,365件
8,1150-1199,5539円,122分,106.1%,444件
9,1200-1249,5845円,114分,106.8%,429件
10,1250-1299,6068円,113分,107.1%,466件
11,1300-1349,6577円,112分,107.8%,363件
12,1350-1399,5775円,106分,107.2%,391件
13,1400-1449,6620円,108分,108.2%,327件
14,1450-1499,6289円,102分,108.2%,329件
15,1500-1549,6467円,102分,108.5%,288件
16,1550-1599,6041円,95分,108.5%,280件
17,1600-1649,7508円,94分,110.6%,285件
18,1650-1699,7019円,91分,110.2%,230件
19,1700-1749,7086円,90分,110.5%,256件
20,1750-1799,8079円,85分,112.6%,278件
21,1800-1849,7211円,83分,111.6%,272件
22,1850-1899,7166円,83分,111.6%,261件
23,1900-1949,7626円,79分,112.8%,199件
24,1950-1999,7566円,74分,113.6%,214件
25,2000-2049,8452円,70分,116.1%,202件
26,2050-2099,8996円,68分,117.7%,207件
27,2100-2149,7826円,64分,116.3%,203件
28,2150-2199,8480円,60分,118.7%,196件
29,2200-2249,8529円,54分,121.2%,191件
30,2250-2299,8466円,49分,122.9%,201件
31,2300-2349,8413円,45分,124.7%,179件
32,2350-2399,9488円,42分,129.9%,176件
33,2400-2449,9405円,42分,130.1%,158件
34,2450-2499,8906円,41分,128.7%,154件
35,2500-2549,10302円,38分,136.1%,142件
36,2550-2599,10216円,40分,134.4%,144件
37,2600-2649,11026円,37分,139.3%,138件
38,2650-2699,11151円,37分,140.3%,136件
39,2700-2749,11301円,33分,145%,132件
40,2750-2799,11713円,32分,148.8%,134件
41,2800-2849,12597円,30分,155.9%,112件
42,2850-2899,13406円,26分,167.5%,100件
43,2900-2949,14298円,24分,180%,122件
