,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,5264円,112分,106.3%,198件
1,1400-1449,5623円,110分,106.8%,174件
2,1450-1499,6224円,105分,107.9%,204件
3,1500-1549,5813円,103分,107.6%,190件
4,1550-1599,6770円,102分,108.9%,204件
5,1600-1649,6736円,100分,109%,194件
6,1650-1699,7207円,95分,110.1%,176件
7,1700-1749,5776円,91分,108.5%,195件
8,1750-1799,6773円,86分,110.6%,212件
9,1800-1849,6295円,84分,110%,189件
10,1850-1899,8067円,82分,113.1%,192件
11,1900-1949,7614円,78分,113%,152件
12,1950-1999,6178円,76分,110.8%,160件
13,2000-2049,7943円,72分,114.7%,169件
14,2050-2099,7995円,71分,115.1%,148件
15,2100-2149,8216円,65分,116.8%,171件
16,2150-2199,7712円,61分,116.8%,140件
17,2200-2249,8365円,56分,119.9%,133件
18,2250-2299,7501円,55分,118.1%,138件
19,2300-2349,8135円,50分,121.6%,138件
20,2350-2399,7736円,48分,121.3%,99件
21,2400-2449,7910円,47分,122.2%,118件
22,2450-2499,8508円,45分,125.5%,114件
23,2500-2549,7834円,44分,123.6%,93件
24,2550-2599,9733円,40分,132.3%,94件
25,2600-2649,10304円,38分,136%,88件
26,2650-2699,10947円,35分,141.5%,91件
27,2700-2749,10876円,38分,138.6%,102件
28,2750-2799,11785円,33分,148.1%,96件
29,2800-2849,13072円,31分,156.1%,77件
30,2850-2899,13952円,27分,169.1%,80件
31,2900-2949,14943円,25分,180.2%,55件
