,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,100-149,-3234円,163分,97.4%,7376件
1,150-199,-3280円,162分,97.3%,6500件
2,200-249,-2757円,158分,97.7%,6166件
3,250-299,-2652円,157分,97.7%,5332件
4,300-349,-2497円,155分,97.8%,4939件
5,350-399,-2455円,153分,97.9%,4558件
6,400-449,-2299円,151分,98%,4320件
7,450-499,-2058円,148分,98.1%,3944件
8,500-549,-1948円,147分,98.2%,3785件
9,550-599,-1500円,145分,98.6%,3537件
10,600-649,-1399円,143分,98.7%,3332件
11,650-699,-1336円,140分,98.7%,6169件
12,700-749,-1353円,140分,98.7%,3485件
13,750-799,-1306円,138分,98.7%,3527件
14,800-849,-828円,135分,99.2%,2996件
15,850-899,-556円,132分,99.4%,2731件
16,900-949,-684円,129分,99.3%,2661件
17,950-999,-827円,129分,99.1%,2508件
18,1000-1049,-384円,124分,99.6%,2456件
19,1050-1099,-72円,122分,99.9%,2499件
20,1100-1149,698円,121分,100.8%,2339件
21,1150-1199,246円,119分,100.3%,2370件
22,1200-1249,788円,115分,100.9%,2319件
23,1250-1299,575円,113分,100.7%,2234件
24,1300-1349,703円,111分,100.8%,2274件
25,1350-1399,1371円,107分,101.7%,2128件
26,1400-1449,1546円,106分,102%,2150件
27,1450-1499,1522円,103分,102%,1995件
28,1500-1549,1954円,99分,102.6%,2020件
29,1550-1599,2322円,98分,103.2%,1925件
30,1600-1649,1886円,95分,102.7%,1894件
31,1650-1699,2442円,91分,103.6%,1804件
32,1700-1749,2625円,88分,104%,1804件
33,1750-1799,2329円,85分,103.6%,1732件
34,1800-1849,2627円,82分,104.3%,1697件
35,1850-1899,3017円,78分,105.1%,1721件
36,1900-1949,3405円,77分,105.9%,1624件
37,1950-1999,3181円,73分,105.8%,1619件
38,2000-2049,3833円,71分,107.2%,1587件
39,2050-2099,3863円,68分,107.6%,1463件
40,2100-2149,3802円,64分,107.9%,1448件
41,2150-2199,4541円,62分,109.8%,1441件
42,2200-2249,4578円,57分,110.6%,1422件
43,2250-2299,4699円,54分,111.5%,1324件
44,2300-2349,4944円,51分,113%,1348件
45,2350-2399,5423円,48分,115.2%,1247件
46,2400-2449,5885円,45分,117.3%,1269件
47,2450-2499,6186円,44分,118.7%,1190件
48,2500-2549,6964円,42分,121.9%,1088件
49,2550-2599,7320円,40分,124.4%,880件
50,2600-2649,7733円,39分,126.7%,781件
51,2650-2699,8281円,36分,130.4%,584件
52,2700-2749,9342円,34分,136.4%,481件
53,2750-2799,9871円,31分,142.2%,379件
54,2800-2849,11101円,29分,151.5%,333件
55,2850-2899,11610円,26分,158.9%,258件
56,2900-2949,12559円,23分,172.5%,177件
