,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1450-1499,8806円,102分,111.5%,284件
1,1500-1549,10063円,101分,113.3%,213件
2,1550-1599,9485円,97分,113%,229件
3,1600-1649,10444円,96分,114.5%,201件
4,1650-1699,8787円,89分,113.2%,191件
5,1700-1749,10828円,89分,116.3%,193件
6,1750-1799,10379円,86分,116.2%,168件
7,1800-1849,9974円,83分,116.1%,183件
8,1850-1899,11288円,77分,119.4%,196件
9,1900-1949,10063円,77分,117.5%,205件
10,1950-1999,9957円,76分,117.4%,188件
11,2000-2049,10288円,73分,118.8%,143件
12,2050-2099,10371円,68分,120.3%,158件
13,2100-2149,11450円,64分,123.8%,137件
14,2150-2199,11568円,62分,124.9%,151件
15,2200-2249,10305円,58分,123.9%,139件
16,2250-2299,10696円,52分,127.5%,138件
17,2300-2349,10742円,45分,132.1%,133件
18,2350-2399,10305円,41分,133.2%,143件
19,2400-2449,11202円,40分,137.3%,115件
20,2450-2499,11992円,37分,143.1%,124件
21,2500-2549,12131円,37分,143.5%,108件
22,2550-2599,11474円,37分,141.5%,105件
23,2600-2649,12228円,35分,147.2%,87件
24,2650-2699,13040円,35分,150.2%,99件
25,2700-2749,13873円,32分,157.4%,93件
26,2750-2799,13493円,32分,155.5%,89件
27,2800-2849,14139円,28分,167%,89件
28,2850-2899,14425円,27分,170.6%,92件
29,2900-2949,15326円,25分,182.2%,65件
