,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,336円,149分,100.3%,5209件
1,450-499,719円,145分,100.7%,5105件
2,500-549,821円,144分,100.8%,5014件
3,550-599,989円,142分,100.9%,5000件
4,600-649,1103円,141分,101%,4883件
5,650-699,1257円,139分,101.2%,4739件
6,700-749,1086円,137分,101.1%,5136件
7,750-799,1630円,134分,101.6%,5425件
8,800-849,1609円,132分,101.6%,5057件
9,850-899,1962円,129分,102%,5010件
10,900-949,1976円,128分,102.1%,4745件
11,950-999,1875円,126分,102%,4653件
12,1000-1049,2147円,123分,102.3%,4441件
13,1050-1099,2401円,120分,102.7%,4329件
14,1100-1149,2508円,119分,102.8%,4157件
15,1150-1199,2864円,116分,103.3%,4100件
16,1200-1249,2733円,113分,103.2%,4064件
17,1250-1299,2700円,112分,103.2%,3954件
18,1300-1349,2960円,108分,103.7%,3805件
19,1350-1399,3191円,106分,104%,3801件
20,1400-1449,3573円,105分,104.6%,3716件
21,1450-1499,3564円,101分,104.7%,3647件
22,1500-1549,3744円,99分,105%,3522件
23,1550-1599,3829円,96分,105.3%,3467件
24,1600-1649,3847円,93分,105.5%,3373件
25,1650-1699,4051円,91分,105.9%,3216件
26,1700-1749,3876円,88分,105.9%,3276件
27,1750-1799,4361円,84分,106.9%,3225件
28,1800-1849,4156円,81分,106.8%,2984件
29,1850-1899,4860円,78分,108.3%,3048件
30,1900-1949,4940円,76分,108.7%,2970件
31,1950-1999,4786円,73分,108.8%,2867件
32,2000-2049,4908円,70分,109.3%,2784件
33,2050-2099,5108円,67分,110.2%,2706件
34,2100-2149,5205円,64分,110.9%,2647件
35,2150-2199,5657円,60分,112.6%,2543件
36,2200-2249,5962円,56分,114.1%,2522件
37,2250-2299,5901円,54分,114.5%,2456件
38,2300-2349,6275円,50分,116.6%,2365件
39,2350-2399,6455円,48分,118.1%,2424件
40,2400-2449,6780円,45分,119.9%,2266件
41,2450-2499,6797円,44分,120.5%,1926件
