,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,2319円,139分,102.2%,4201件
1,800-849,2408円,138分,102.3%,2416件
2,850-899,2283円,136分,102.2%,2444件
3,900-949,2512円,134分,102.5%,2042件
4,950-999,2905円,131分,103%,1885件
5,1000-1049,2907円,128分,103%,1837件
6,1050-1099,2581円,127分,102.7%,1777件
7,1100-1149,2716円,124分,102.9%,1672件
8,1150-1199,3304円,120分,103.7%,1710件
9,1200-1249,3978円,119分,104.5%,1539件
10,1250-1299,3342円,117分,103.8%,1573件
11,1300-1349,3915円,113分,104.6%,1592件
12,1350-1399,3359円,111分,104%,1507件
13,1400-1449,3753円,108分,104.6%,1543件
14,1450-1499,4397円,105分,105.6%,1458件
15,1500-1549,4375円,102分,105.7%,1454件
16,1550-1599,4545円,100分,106.1%,1335件
17,1600-1649,4584円,96分,106.4%,1347件
18,1650-1699,4881円,95分,106.9%,1269件
19,1700-1749,4368円,91分,106.4%,1261件
20,1750-1799,4860円,88分,107.4%,1192件
21,1800-1849,5061円,84分,108%,1204件
22,1850-1899,4943円,81分,108.1%,1177件
23,1900-1949,5127円,78分,108.8%,1119件
24,1950-1999,5027円,73分,109.1%,1143件
25,2000-2049,5498円,72分,110.2%,1100件
26,2050-2099,5396円,69分,110.5%,1087件
27,2100-2149,5987円,66分,112.2%,1076件
28,2150-2199,5918円,63分,112.6%,988件
29,2200-2249,5685円,59分,112.9%,970件
30,2250-2299,6144円,56分,114.5%,960件
31,2300-2349,6542円,51分,117%,968件
32,2350-2399,6680円,49分,118.1%,885件
33,2400-2449,6849円,47分,119.6%,938件
34,2450-2499,7510円,45分,122.3%,844件
35,2500-2549,7895円,44分,123.9%,826件
36,2550-2599,8377円,42分,126.6%,786件
37,2600-2649,8949円,41分,129.4%,700件
38,2650-2699,9656円,38分,134.2%,584件
39,2700-2749,10327円,35分,139.1%,514件
40,2750-2799,11002円,32分,145.6%,397件
41,2800-2849,12046円,29分,154.5%,300件
42,2850-2899,12963円,26分,166.3%,266件
43,2900-2949,14031円,24分,179.1%,182件
