,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,964円,146分,100.9%,419件
1,500-549,23円,148分,100%,495件
2,550-599,1630円,147分,101.5%,544件
3,600-649,1253円,145分,101.2%,571件
4,650-699,1391円,144分,101.3%,639件
5,700-749,1162円,142分,101.1%,675件
6,750-799,1887円,138分,101.8%,685件
7,800-849,1951円,136分,101.9%,766件
8,850-899,1543円,135分,101.5%,770件
9,900-949,1691円,134分,101.7%,863件
10,950-999,2298円,128分,102.4%,889件
11,1000-1049,2118円,132分,102.1%,861件
12,1050-1099,2227円,125分,102.4%,861件
13,1100-1149,2650円,122分,102.9%,812件
14,1150-1199,2700円,122分,102.9%,748件
15,1200-1249,2575円,118分,102.9%,802件
16,1250-1299,3282円,114分,103.8%,745件
17,1300-1349,3075円,111分,103.7%,725件
18,1350-1399,2561円,111分,103.1%,688件
19,1400-1449,3159円,108分,103.9%,685件
20,1450-1499,3660円,104分,104.7%,651件
21,1500-1549,3865円,101分,105.1%,693件
22,1550-1599,3937円,100分,105.2%,640件
23,1600-1649,3848円,94分,105.4%,589件
24,1650-1699,4375円,93分,106.3%,537件
25,1700-1749,4753円,90分,107%,546件
26,1750-1799,5271円,85分,108.2%,474件
27,1800-1849,4191円,85分,106.6%,446件
28,1850-1899,5714円,81分,109.4%,429件
29,1900-1949,4692円,77分,108.1%,426件
30,1950-1999,5046円,74分,109.1%,436件
31,2000-2049,5513円,70分,110.6%,426件
32,2050-2099,5427円,67分,110.7%,396件
33,2100-2149,5093円,65分,110.5%,376件
34,2150-2199,6032円,60分,113.4%,363件
35,2200-2249,5333円,59分,112%,355件
36,2250-2299,6449円,55分,115.7%,312件
37,2300-2349,5528円,52分,114.2%,330件
38,2350-2399,6327円,48分,117.6%,315件
39,2400-2449,6891円,45分,120.3%,318件
40,2450-2499,7104円,45分,121%,376件
41,2500-2549,7222円,44分,122%,300件
42,2550-2599,8011円,41分,125.7%,274件
43,2600-2649,8796円,40分,129.7%,282件
44,2650-2699,9607円,37分,134.4%,271件
45,2700-2749,9966円,35分,138.1%,249件
46,2750-2799,10888円,31分,146.2%,236件
47,2800-2849,12082円,30分,153.8%,231件
48,2850-2899,12988円,26分,166.5%,238件
49,2900-2949,14021円,23分,181.5%,187件
