,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,3122円,142分,102.9%,256件
1,550-599,2178円,147分,102%,410件
2,600-649,1883円,145分,101.7%,491件
3,650-699,3177円,137分,103.1%,535件
4,700-749,2294円,137分,102.2%,520件
5,750-799,2260円,135分,102.2%,542件
6,800-849,2932円,134分,102.9%,550件
7,850-899,2523円,135分,102.5%,570件
8,900-949,3219円,129分,103.3%,565件
9,950-999,3000円,129分,103.1%,548件
10,1000-1049,4051円,124分,104.4%,525件
11,1050-1099,2955円,127分,103.1%,640件
12,1100-1149,3367円,119分,103.8%,617件
13,1150-1199,3466円,119分,103.9%,666件
14,1200-1249,4303円,117分,104.9%,554件
15,1250-1299,3831円,111分,104.6%,571件
16,1300-1349,4176円,113分,104.9%,508件
17,1350-1399,4140円,109分,105.1%,487件
18,1400-1449,4401円,108分,105.4%,413件
19,1450-1499,4118円,102分,105.4%,400件
20,1500-1549,4825円,100分,106.4%,416件
21,1550-1599,5019円,98分,106.8%,346件
22,1600-1649,4819円,96分,106.7%,366件
23,1650-1699,5335円,93分,107.7%,393件
24,1700-1749,5512円,87分,108.4%,373件
25,1750-1799,5561円,87分,108.5%,374件
26,1800-1849,5842円,83分,109.3%,286件
27,1850-1899,5972円,80分,109.9%,307件
28,1900-1949,6443円,77分,111.2%,292件
29,1950-1999,6895円,73分,112.6%,302件
30,2000-2049,5889円,70分,111.2%,292件
31,2050-2099,6721円,67分,113.4%,267件
32,2100-2149,6660円,63分,114.2%,273件
33,2150-2199,6705円,57分,115.6%,273件
34,2200-2249,6676円,55分,116.2%,246件
35,2250-2299,7301円,49分,119.8%,243件
36,2300-2349,7516円,49分,120.3%,235件
37,2350-2399,7047円,46分,120.5%,220件
38,2400-2449,7986円,43分,125%,204件
39,2450-2499,8054円,44分,124.6%,208件
40,2500-2549,8654円,43分,127.1%,195件
41,2550-2599,8961円,41分,129.2%,188件
42,2600-2649,9035円,39分,131.2%,192件
43,2650-2699,9686円,37分,134.9%,192件
44,2700-2749,10228円,34分,140%,176件
45,2750-2799,11031円,32分,146.1%,154件
46,2800-2849,11718円,29分,153.5%,187件
47,2850-2899,12651円,26分,164.5%,162件
48,2900-2949,13403円,22分,181.2%,156件
