,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,1897円,140分,101.8%,8824件
1,600-649,2228円,138分,102.1%,2862件
2,650-699,2778円,136分,102.7%,1506件
3,700-749,2512円,135分,102.5%,1019件
4,750-799,2915円,132分,102.9%,850件
5,800-849,2980円,132分,103%,715件
6,850-899,3284円,129分,103.4%,679件
7,900-949,3665円,124分,103.9%,662件
8,950-999,3335円,124分,103.6%,670件
9,1000-1049,3871円,122分,104.2%,605件
10,1050-1099,3677円,119分,104.1%,600件
11,1100-1149,4192円,119分,104.7%,661件
12,1150-1199,4614円,118分,105.2%,632件
13,1200-1249,3969円,113分,104.7%,572件
14,1250-1299,4234円,110分,105.1%,677件
15,1300-1349,4279円,107分,105.3%,614件
16,1350-1399,4949円,104分,106.3%,621件
17,1400-1449,6095円,101分,108%,613件
18,1450-1499,5940円,101分,107.9%,584件
19,1500-1549,5812円,100分,107.8%,595件
20,1550-1599,5669円,94分,108%,577件
21,1600-1649,5374円,90分,108%,494件
22,1650-1699,6391円,90分,109.5%,497件
23,1700-1749,5593円,86分,108.7%,500件
24,1750-1799,6694円,83分,110.8%,488件
25,1800-1849,6163円,81分,110.1%,509件
26,1850-1899,6699円,78分,111.4%,442件
27,1900-1949,7308円,75分,113%,426件
28,1950-1999,7418円,73分,113.6%,448件
29,2000-2049,7527円,70分,114.2%,421件
30,2050-2099,7309円,66分,114.7%,408件
31,2100-2149,8200円,64分,117.1%,440件
32,2150-2199,8236円,61分,118.1%,407件
33,2200-2249,8513円,57分,119.9%,373件
34,2250-2299,8555円,50分,123%,367件
35,2300-2349,8513円,43分,126.2%,369件
36,2350-2399,8676円,39分,129.7%,357件
37,2400-2449,9306円,38分,132.5%,327件
38,2450-2499,9179円,37分,132.9%,352件
39,2500-2549,9095円,37分,133.2%,344件
40,2550-2599,9818円,35分,137.6%,348件
41,2600-2649,10520円,33分,142.7%,306件
42,2650-2699,10615円,32分,143.8%,302件
43,2700-2749,10925円,31分,147.6%,311件
44,2750-2799,11449円,29分,152%,285件
45,2800-2849,12502円,26分,163.5%,305件
46,2850-2899,12555円,24分,169.2%,279件
47,2900-2949,12725円,21分,179.3%,227件
