,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,1857円,148分,101.7%,377件
1,450-499,577円,150分,100.5%,604件
2,500-549,336円,149分,100.3%,706件
3,550-599,1498円,142分,101.4%,767件
4,600-649,1067円,143分,101%,757件
5,650-699,1246円,140分,101.2%,794件
6,700-749,1387円,139分,101.3%,797件
7,750-799,1147円,139分,101.1%,810件
8,800-849,1531円,136分,101.5%,820件
9,850-899,1565円,133分,101.6%,793件
10,900-949,2442円,130分,102.5%,756件
11,950-999,1432円,130分,101.5%,903件
12,1000-1049,2195円,123分,102.4%,896件
13,1050-1099,2026円,124分,102.2%,944件
14,1100-1149,2607円,121分,102.9%,805件
15,1150-1199,2568円,116分,103%,809件
16,1200-1249,2552円,118分,102.9%,736件
17,1250-1299,3190円,114分,103.7%,713件
18,1300-1349,3282円,113分,103.9%,628件
19,1350-1399,2607円,108分,103.2%,578件
20,1400-1449,3093円,104分,103.9%,586件
21,1450-1499,3980円,103分,105.1%,537件
22,1500-1549,3115円,102分,104.1%,507件
23,1550-1599,3837円,98分,105.2%,556件
24,1600-1649,3989円,94分,105.7%,532件
25,1650-1699,3993円,92分,105.8%,526件
26,1700-1749,4763円,90分,107%,430件
27,1750-1799,4662円,86分,107.2%,447件
28,1800-1849,5115円,83分,108.2%,442件
29,1850-1899,4820円,80分,108%,432件
30,1900-1949,4709円,76分,108.2%,423件
31,1950-1999,5514円,73分,110.1%,392件
32,2000-2049,5495円,70分,110.4%,376件
33,2050-2099,5183円,65分,110.6%,377件
34,2100-2149,5477円,63分,111.6%,355件
35,2150-2199,5585円,58分,112.7%,351件
36,2200-2249,6150円,56分,114.5%,329件
37,2250-2299,5928円,53分,114.9%,320件
38,2300-2349,6608円,49分,118.2%,318件
39,2350-2399,6937円,46分,120%,312件
40,2400-2449,7214円,46分,121%,276件
41,2450-2499,7184円,44分,121.5%,269件
42,2500-2549,7286円,43分,122.7%,264件
43,2550-2599,8442円,40分,128.2%,286件
44,2600-2649,8343円,39分,128.4%,241件
45,2650-2699,9398円,36分,134.6%,232件
46,2700-2749,9881円,34分,138.4%,269件
47,2750-2799,10674円,32分,144.7%,236件
48,2800-2849,11207円,28分,152.6%,250件
49,2850-2899,12338円,26分,163.4%,210件
50,2900-2949,13008円,22分,177.9%,197件
