,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,100-149,-2918円,161分,97.6%,11522件
1,150-199,-2368円,155分,98%,8081件
2,200-249,-2294円,151分,98%,6472件
3,250-299,-2087円,152分,98.2%,5603件
4,300-349,-1997円,151分,98.2%,5503件
5,350-399,-1809円,148分,98.4%,5292件
6,400-449,-1824円,147分,98.3%,5209件
7,450-499,-1404円,144分,98.7%,5105件
8,500-549,-1291円,142分,98.8%,5014件
9,550-599,-1091円,140分,99%,5000件
10,600-649,-964円,139分,99.1%,4883件
11,650-699,-801円,138分,99.2%,4739件
12,700-749,-923円,135分,99.1%,5136件
13,750-799,-369円,132分,99.6%,5425件
14,800-849,-350円,130分,99.6%,5057件
15,850-899,31円,127分,100%,5010件
16,900-949,65円,126分,100.1%,4745件
17,950-999,5円,124分,100%,4653件
18,1000-1049,306円,121分,100.3%,4441件
19,1050-1099,595円,118分,100.7%,4329件
20,1100-1149,711円,117分,100.8%,4157件
21,1150-1199,1101円,114分,101.3%,4100件
22,1200-1249,1017円,112分,101.2%,4064件
23,1250-1299,1008円,110分,101.2%,3954件
24,1300-1349,1320円,106分,101.7%,3805件
25,1350-1399,1558円,105分,102%,3801件
26,1400-1449,1952円,103分,102.5%,3716件
27,1450-1499,2008円,99分,102.7%,3647件
28,1500-1549,2202円,98分,103%,3522件
29,1550-1599,2338円,95分,103.3%,3467件
30,1600-1649,2400円,92分,103.5%,3373件
31,1650-1699,2628円,90分,103.9%,3216件
32,1700-1749,2509円,87分,103.9%,3276件
33,1750-1799,3033円,83分,104.9%,3225件
34,1800-1849,2888円,80分,104.8%,2984件
35,1850-1899,3612円,77分,106.3%,3048件
36,1900-1949,3732円,74分,106.7%,2970件
37,1950-1999,3628円,72分,106.7%,2867件
38,2000-2049,3788円,69分,107.3%,2784件
39,2050-2099,4028円,66分,108.1%,2706件
40,2100-2149,4174円,63分,108.9%,2647件
41,2150-2199,4672円,59分,110.6%,2543件
42,2200-2249,5019円,56分,112%,2522件
43,2250-2299,4996円,53分,112.5%,2456件
44,2300-2349,5412円,50分,114.6%,2365件
45,2350-2399,5630円,47分,116%,2424件
46,2400-2449,5978円,45分,117.8%,2266件
47,2450-2499,5998円,44分,118.4%,1926件
