,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,200-249,-3151円,158分,97.3%,396件
1,250-299,-1711円,155分,98.5%,664件
2,300-349,-2305円,155分,98%,1020件
3,350-399,-2235円,152分,98%,1197件
4,400-449,-1566円,149分,98.6%,1309件
5,450-499,-1431円,149分,98.7%,1342件
6,500-549,-1068円,143分,99%,1402件
7,550-599,-1083円,144分,99%,1429件
8,600-649,-1271円,143分,98.8%,1418件
9,650-699,-876円,142分,99.2%,1450件
10,700-749,-684円,138分,99.3%,1456件
11,750-799,-23円,135分,100%,1363件
12,800-849,-788円,136分,99.2%,1633件
13,850-899,-167円,131分,99.8%,1597件
14,900-949,-277円,129分,99.7%,1616件
15,950-999,376円,127分,100.4%,1472件
16,1000-1049,458円,124分,100.5%,1455件
17,1050-1099,525円,123分,100.6%,1274件
18,1100-1149,623円,120分,100.7%,1241件
19,1150-1199,693円,120分,100.8%,1110件
20,1200-1249,661円,114分,100.8%,1065件
21,1250-1299,1222円,113分,101.4%,1073件
22,1300-1349,1466円,111分,101.8%,992件
23,1350-1399,1270円,109分,101.6%,938件
24,1400-1449,1935円,105分,102.5%,990件
25,1450-1499,2526円,101分,103.3%,995件
26,1500-1549,2019円,99分,102.7%,900件
27,1550-1599,2719円,98分,103.7%,760件
28,1600-1649,2485円,95分,103.5%,778件
29,1650-1699,2851円,92分,104.1%,786件
30,1700-1749,2485円,89分,103.7%,739件
31,1750-1799,3027円,86分,104.7%,768件
32,1800-1849,3353円,82分,105.4%,700件
33,1850-1899,3844円,79分,106.5%,680件
34,1900-1949,3671円,74分,106.6%,677件
35,1950-1999,3770円,73分,106.9%,619件
36,2000-2049,3966円,69分,107.7%,634件
37,2050-2099,3816円,68分,107.4%,594件
38,2100-2149,4561円,64分,109.5%,586件
39,2150-2199,5192円,59分,111.7%,573件
40,2200-2249,4981円,58分,111.5%,578件
41,2250-2299,5043円,54分,112.5%,501件
42,2300-2349,5562円,51分,114.6%,514件
43,2350-2399,5281円,48分,114.7%,463件
44,2400-2449,5837円,45分,117.1%,474件
45,2450-2499,6274円,44分,119.2%,460件
46,2500-2549,6806円,43分,121.3%,437件
47,2550-2599,7461円,41分,124.4%,469件
48,2600-2649,8375円,38分,129.7%,437件
49,2650-2699,8591円,36分,132.1%,471件
50,2700-2749,9546円,34分,137.4%,400件
51,2750-2799,10015円,32分,141.9%,381件
52,2800-2849,11037円,29分,151.4%,355件
53,2850-2899,11804円,26分,161.6%,327件
54,2900-2949,12950円,23分,176.3%,252件
