,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,1554円,139分,101.5%,66件
1,800-849,3566円,129分,103.7%,72件
2,850-899,3333円,120分,103.7%,88件
3,900-949,1306円,126分,101.4%,123件
4,950-999,2567円,127分,102.7%,123件
5,1000-1049,2518円,123分,102.7%,125件
6,1050-1099,2125円,123分,102.3%,149件
7,1100-1149,1409円,124分,101.5%,154件
8,1150-1199,3358円,121分,103.7%,164件
9,1200-1249,4448円,114分,105.2%,171件
10,1250-1299,2526円,114分,103%,176件
11,1300-1349,2303円,111分,102.8%,223件
12,1350-1399,4193円,106分,105.3%,200件
13,1400-1449,4162円,109分,105.1%,206件
14,1450-1499,4437円,100分,105.9%,197件
15,1500-1549,5091円,94分,107.2%,208件
16,1550-1599,5010円,95分,107.1%,188件
17,1600-1649,5005円,96分,106.9%,190件
18,1650-1699,4913円,89分,107.3%,166件
19,1700-1749,4344円,86分,106.7%,158件
20,1750-1799,4964円,87分,107.6%,166件
21,1800-1849,5045円,79分,108.5%,152件
22,1850-1899,5417円,79分,109.2%,146件
23,1900-1949,5615円,75分,110%,160件
24,1950-1999,5431円,73分,109.9%,144件
25,2000-2049,6431円,68分,112.6%,123件
26,2050-2099,7111円,69分,113.8%,137件
27,2100-2149,6261円,63分,113.3%,119件
28,2150-2199,8236円,56分,119.6%,102件
29,2200-2249,5909円,56分,114.1%,94件
30,2250-2299,6762円,50分,118.2%,80件
31,2300-2349,6027円,46分,117.4%,109件
32,2350-2399,8014円,41分,125.9%,119件
33,2400-2449,8321円,39分,128.8%,91件
34,2450-2499,8411円,41分,127.3%,85件
35,2500-2549,8256円,42分,126.5%,77件
36,2550-2599,9714円,37分,135.1%,86件
37,2600-2649,9015円,37分,132.7%,80件
38,2650-2699,9987円,35分,137.7%,72件
39,2700-2749,10012円,34分,139.6%,75件
40,2750-2799,10677円,31分,146.3%,71件
41,2800-2849,10737円,28分,151.6%,67件
42,2850-2899,12632円,26分,165.4%,86件
43,2900-2949,13276円,21分,184.5%,63件
