,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,-213円,150分,99.8%,180件
1,400-449,-1402円,150分,98.8%,225件
2,450-499,-1126円,153分,99%,276件
3,500-549,-436円,143分,99.6%,355件
4,550-599,-1550円,146分,98.6%,409件
5,600-649,171円,142分,100.2%,440件
6,650-699,-180円,142分,99.8%,478件
7,700-749,-125円,141分,99.9%,539件
8,750-799,-322円,138分,99.7%,572件
9,800-849,470円,134分,100.5%,565件
10,850-899,509円,132分,100.5%,634件
11,900-949,-99円,133分,99.9%,642件
12,950-999,407円,130分,100.4%,735件
13,1000-1049,958円,124分,101%,743件
14,1050-1099,890円,127分,100.9%,725件
15,1100-1149,951円,121分,101%,722件
16,1150-1199,1400円,117分,101.6%,677件
17,1200-1249,1618円,117分,101.8%,645件
18,1250-1299,1602円,115分,101.9%,676件
19,1300-1349,2319円,109分,102.8%,623件
20,1350-1399,1856円,107分,102.3%,589件
21,1400-1449,1714円,107分,102.1%,583件
22,1450-1499,2353円,104分,103%,598件
23,1500-1549,2803円,99分,103.8%,542件
24,1550-1599,2970円,97分,104.1%,573件
25,1600-1649,2899円,96分,104%,544件
26,1650-1699,2792円,90分,104.1%,473件
27,1700-1749,3556円,89分,105.3%,444件
28,1750-1799,3810円,86分,105.9%,459件
29,1800-1849,4461円,82分,107.2%,393件
30,1850-1899,3383円,80分,105.6%,367件
31,1900-1949,4986円,76分,108.7%,357件
32,1950-1999,4139円,73分,107.5%,363件
33,2000-2049,4424円,70分,108.4%,367件
34,2050-2099,4908円,65分,110%,353件
35,2100-2149,4896円,64分,110.2%,329件
36,2150-2199,4602円,61分,110.1%,321件
37,2200-2249,5395円,56分,112.8%,300件
38,2250-2299,4811円,55分,111.7%,298件
39,2300-2349,5600円,51分,114.7%,246件
40,2350-2399,5634円,48分,115.8%,286件
41,2400-2449,6501円,44分,119.5%,266件
42,2450-2499,6741円,43分,121.1%,263件
43,2500-2549,7007円,43分,122%,309件
44,2550-2599,7036円,41分,122.6%,252件
45,2600-2649,7964円,39分,127.6%,228件
46,2650-2699,8854円,36分,132.4%,230件
47,2700-2749,9417円,35分,136.4%,221件
48,2750-2799,10122円,32分,142.4%,211件
49,2800-2849,11003円,29分,151.5%,187件
50,2850-2899,12448円,26分,163.9%,191件
51,2900-2949,13231円,23分,178.3%,168件
