,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,2835円,138分,102.7%,39件
1,800-849,4766円,135分,104.7%,51件
2,850-899,3908円,127分,104.1%,71件
3,900-949,4829円,132分,104.9%,60件
4,950-999,3689円,122分,104%,72件
5,1000-1049,5275円,128分,105.5%,78件
6,1050-1099,3718円,124分,104%,98件
7,1100-1149,3343円,119分,103.8%,82件
8,1150-1199,4692円,118分,105.3%,100件
9,1200-1249,5849円,111分,107%,123件
10,1250-1299,4195円,117分,104.8%,107件
11,1300-1349,4608円,116分,105.3%,123件
12,1350-1399,4904円,113分,105.8%,122件
13,1400-1449,4382円,105分,105.6%,130件
14,1450-1499,4190円,107分,105.2%,158件
15,1500-1549,5437円,99分,107.3%,137件
16,1550-1599,5005円,101分,106.6%,122件
17,1600-1649,4848円,100分,106.5%,134件
18,1650-1699,5997円,91分,108.8%,133件
19,1700-1749,5500円,93分,107.9%,146件
20,1750-1799,7345円,85分,111.6%,150件
21,1800-1849,4079円,85分,106.4%,132件
22,1850-1899,7367円,77分,112.8%,123件
23,1900-1949,6808円,79分,111.6%,128件
24,1950-1999,5884円,72分,110.8%,100件
25,2000-2049,6180円,70分,111.7%,114件
26,2050-2099,6325円,66分,112.9%,100件
27,2100-2149,7996円,60分,117.7%,121件
28,2150-2199,6287円,58分,114.4%,73件
29,2200-2249,8239円,54分,120.3%,93件
30,2250-2299,7601円,47分,121.4%,79件
31,2300-2349,8217円,49分,122.3%,83件
32,2350-2399,7505円,45分,122%,84件
33,2400-2449,8245円,44分,125%,87件
34,2450-2499,7436円,46分,121.5%,81件
35,2500-2549,8208円,43分,125.4%,68件
36,2550-2599,8514円,41分,127.7%,69件
37,2600-2649,8914円,39分,130.1%,74件
38,2650-2699,9680円,37分,135.2%,73件
39,2700-2749,10251円,33分,141.1%,51件
40,2750-2799,10432円,31分,144.3%,73件
41,2800-2849,11924円,30分,152.4%,63件
42,2850-2899,13339円,25分,170%,58件
43,2900-2949,13526円,23分,178.3%,41件
