,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1250-1299,6020円,116分,106.9%,713件
1,1300-1349,6110円,116分,107%,628件
2,1350-1399,5240円,111分,106.3%,578件
3,1400-1449,5665円,107分,107.1%,586件
4,1450-1499,6584円,106分,108.3%,537件
5,1500-1549,5626円,104分,107.2%,507件
6,1550-1599,6321円,101分,108.4%,556件
7,1600-1649,6349円,96分,108.8%,532件
8,1650-1699,6304円,94分,108.9%,526件
9,1700-1749,7098円,92分,110.2%,430件
10,1750-1799,6871円,88分,110.4%,447件
11,1800-1849,7312円,85分,111.4%,442件
12,1850-1899,6891円,82分,111.2%,432件
13,1900-1949,6654円,78分,111.3%,423件
14,1950-1999,7413円,74分,113.3%,392件
15,2000-2049,7354円,72分,113.6%,376件
16,2050-2099,6867円,67分,113.7%,377件
17,2100-2149,7122円,64分,114.7%,355件
18,2150-2199,7099円,60分,115.8%,351件
19,2200-2249,7657円,58分,117.7%,329件
20,2250-2299,7352円,54分,118%,320件
21,2300-2349,7964円,50分,121.3%,318件
22,2350-2399,8222円,47分,123.1%,312件
23,2400-2449,8480円,47分,124.1%,276件
24,2450-2499,8445円,46分,124.7%,269件
25,2500-2549,8547円,44分,126%,264件
26,2550-2599,9703円,41分,131.5%,286件
27,2600-2649,9604円,40分,131.8%,241件
28,2650-2699,10659円,37分,138.1%,232件
29,2700-2749,11142円,35分,142%,269件
30,2750-2799,11935円,33分,148.3%,236件
31,2800-2849,12468円,30分,156.2%,250件
32,2850-2899,13599円,27分,167%,210件
33,2900-2949,14269円,23分,181.4%,197件
