,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1250-1299,7720円,118分,108.7%,92件
1,1300-1349,11078円,115分,112.8%,86件
2,1350-1399,11094円,108分,113.7%,97件
3,1400-1449,9450円,108分,111.6%,104件
4,1450-1499,7824円,105分,109.9%,125件
5,1500-1549,10783円,102分,114.1%,123件
6,1550-1599,10856円,103分,114.1%,125件
7,1600-1649,10466円,94分,114.8%,132件
8,1650-1699,11549円,86分,117.9%,129件
9,1700-1749,10919円,87分,116.8%,104件
10,1750-1799,11580円,88分,117.6%,107件
11,1800-1849,11454円,82分,118.7%,97件
12,1850-1899,10036円,78分,117.2%,107件
13,1900-1949,10628円,80分,117.8%,92件
14,1950-1999,10729円,70分,120.3%,89件
15,2000-2049,10053円,70分,119.1%,81件
16,2050-2099,10378円,68分,120.3%,97件
17,2100-2149,10934円,63分,123%,85件
18,2150-2199,12998円,59分,129.5%,67件
19,2200-2249,12730円,60分,128.2%,77件
20,2250-2299,11220円,52分,128.7%,62件
21,2300-2349,13643円,46分,139.6%,55件
22,2350-2399,10337円,45分,130.5%,54件
23,2400-2449,10755円,40分,135.8%,41件
24,2450-2499,10510円,39分,136.2%,64件
25,2500-2549,12794円,33分,151.9%,64件
26,2550-2599,12288円,33分,149%,53件
27,2600-2649,12654円,36分,147.1%,52件
28,2650-2699,12810円,35分,148.2%,44件
29,2700-2749,14031円,31分,160.6%,46件
30,2750-2799,13582円,30分,160.1%,47件
31,2800-2849,15107円,30分,168.3%,37件
32,2850-2899,15321円,25分,180.2%,48件
33,2900-2949,15127円,22分,191.8%,40件
