,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,4570円,126分,104.8%,944件
1,1100-1149,5126円,123分,105.6%,805件
2,1150-1199,4971円,118分,105.6%,809件
3,1200-1249,5012円,120分,105.5%,736件
4,1250-1299,5589円,116分,106.4%,713件
5,1300-1349,5678円,115分,106.6%,628件
6,1350-1399,4839円,110分,105.8%,578件
7,1400-1449,5273円,106分,106.6%,586件
8,1450-1499,6187円,105分,107.8%,537件
9,1500-1549,5242円,104分,106.7%,507件
10,1550-1599,5942円,100分,107.9%,556件
11,1600-1649,5989円,96分,108.3%,532件
12,1650-1699,5951円,94分,108.5%,526件
13,1700-1749,6741円,92分,109.8%,430件
14,1750-1799,6534円,88分,109.9%,447件
15,1800-1849,6976円,85分,110.9%,442件
16,1850-1899,6575円,82分,110.7%,432件
17,1900-1949,6357円,78分,110.9%,423件
18,1950-1999,7124円,74分,112.8%,392件
19,2000-2049,7070円,72分,113.1%,376件
20,2050-2099,6610円,67分,113.2%,377件
21,2100-2149,6871円,64分,114.3%,355件
22,2150-2199,6868円,60分,115.4%,351件
23,2200-2249,7427円,58分,117.2%,329件
24,2250-2299,7134円,54分,117.6%,320件
25,2300-2349,7757円,50分,120.9%,318件
26,2350-2399,8026円,47分,122.6%,312件
27,2400-2449,8286円,47分,123.7%,276件
28,2450-2499,8252円,45分,124.2%,269件
29,2500-2549,8355円,44分,125.5%,264件
30,2550-2599,9510円,41分,131%,286件
31,2600-2649,9411円,40分,131.3%,241件
32,2650-2699,10466円,37分,137.5%,232件
33,2700-2749,10950円,35分,141.4%,269件
34,2750-2799,11743円,33分,147.7%,236件
35,2800-2849,12275円,29分,155.7%,250件
36,2850-2899,13407円,27分,166.5%,210件
37,2900-2949,14077円,23分,180.9%,197件
