,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,907円,152分,100.8%,2937件
1,450-499,1215円,150分,101.1%,2450件
2,500-549,1062円,149分,100.9%,2057件
3,550-599,1232円,148分,101.1%,1971件
4,600-649,1445円,144分,101.3%,1884件
5,650-699,1405円,144分,101.3%,1892件
6,700-749,1734円,140分,101.7%,1818件
7,750-799,1577円,138分,101.5%,1853件
8,800-849,1694円,136分,101.7%,1804件
9,850-899,2060円,135分,102%,1825件
10,900-949,2030円,131分,102.1%,1647件
11,950-999,2264円,127分,102.4%,1906件
12,1000-1049,2507円,126分,102.7%,1946件
13,1050-1099,2890円,123分,103.1%,1830件
14,1100-1149,3129円,121分,103.4%,1803件
15,1150-1199,3061円,121分,103.4%,1695件
16,1200-1249,2681円,118分,103%,1703件
17,1250-1299,3127円,114分,103.6%,1586件
18,1300-1349,3464円,110分,104.2%,1543件
19,1350-1399,3762円,110分,104.6%,1447件
20,1400-1449,3347円,107分,104.2%,1449件
21,1450-1499,4060円,103分,105.3%,1460件
22,1500-1549,3751円,102分,104.9%,1445件
23,1550-1599,3892円,98分,105.3%,1348件
24,1600-1649,4017円,96分,105.6%,1284件
25,1650-1699,4524円,94分,106.4%,1324件
26,1700-1749,4746円,89分,107.1%,1254件
27,1750-1799,4826円,87分,107.4%,1272件
28,1800-1849,5035円,85分,107.9%,1245件
29,1850-1899,4975円,83分,108%,1188件
30,1900-1949,5550円,79分,109.4%,1139件
31,1950-1999,5528円,74分,109.9%,1180件
32,2000-2049,5287円,70分,110%,1112件
33,2050-2099,5280円,66分,110.7%,1071件
34,2100-2149,5959円,63分,112.6%,1049件
35,2150-2199,6092円,60分,113.5%,1005件
36,2200-2249,6004円,57分,114.1%,977件
37,2250-2299,6185円,53分,115.5%,988件
38,2300-2349,6481円,50分,117.4%,967件
39,2350-2399,6602円,47分,118.8%,940件
40,2400-2449,6777円,45分,119.9%,877件
41,2450-2499,7495円,43分,123.2%,873件
42,2500-2549,7587円,42分,124%,852件
43,2550-2599,7967円,41分,125.9%,810件
44,2600-2649,8514円,38分,129.6%,847件
45,2650-2699,9074円,37分,132.8%,779件
46,2700-2749,9036円,37分,132.8%,655件
