,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,5993円,109分,107.4%,990件
1,1450-1499,6480円,104分,108.3%,995件
2,1500-1549,5841円,103分,107.6%,900件
3,1550-1599,6560円,101分,108.7%,760件
4,1600-1649,6173円,98分,108.4%,778件
5,1650-1699,6478円,95分,109%,786件
6,1700-1749,5894円,92分,108.6%,739件
7,1750-1799,6375円,89分,109.6%,768件
8,1800-1849,6599円,85分,110.3%,700件
9,1850-1899,7025円,82分,111.5%,680件
10,1900-1949,6591円,77分,111.5%,677件
11,1950-1999,6670円,76分,111.7%,619件
12,2000-2049,6704円,71分,112.5%,634件
13,2050-2099,6490円,71分,112.2%,594件
14,2100-2149,7158円,66分,114.4%,586件
15,2150-2199,7684円,61分,116.7%,573件
16,2200-2249,7346円,60分,116.3%,578件
17,2250-2299,7218円,56分,117.3%,501件
18,2300-2349,7685円,53分,119.5%,514件
19,2350-2399,7262円,50分,119.5%,463件
20,2400-2449,7794円,47分,122%,474件
21,2450-2499,8226円,45分,124.2%,460件
22,2500-2549,8632円,44分,126%,437件
23,2550-2599,9287円,42分,129.2%,469件
24,2600-2649,10201円,39分,134.6%,437件
25,2650-2699,10418円,37分,137.2%,471件
26,2700-2749,11372円,36分,142.5%,400件
27,2750-2799,11842円,34分,147.1%,381件
28,2800-2849,12864円,30分,156.7%,355件
29,2850-2899,13631円,27分,166.9%,327件
30,2900-2949,14776円,24分,181.2%,252件
