,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,-46円,147分,100%,1357件
1,500-549,-538円,146分,99.5%,1747件
2,550-599,-294円,144分,99.7%,1594件
3,600-649,207円,139分,100.2%,1434件
4,650-699,473円,138分,100.5%,1276件
5,700-749,207円,139分,100.2%,1121件
6,750-799,129円,137分,100.1%,1073件
7,800-849,796円,131分,100.8%,1036件
8,850-899,282円,134分,100.3%,926件
9,900-949,1336円,129分,101.4%,880件
10,950-999,1484円,126分,101.6%,791件
11,1000-1049,1863円,124分,102%,766件
12,1050-1099,1380円,122分,101.5%,1400件
13,1100-1149,1233円,120分,101.4%,799件
14,1150-1199,2107円,116分,102.4%,820件
15,1200-1249,1914円,115分,102.2%,727件
16,1250-1299,2388円,112分,102.8%,654件
17,1300-1349,2112円,110分,102.6%,617件
18,1350-1399,2590円,108分,103.2%,636件
19,1400-1449,2378円,106分,103%,560件
20,1450-1499,2984円,102分,103.9%,550件
21,1500-1549,3558円,99分,104.8%,508件
22,1550-1599,3178円,97分,104.4%,521件
23,1600-1649,3815円,94分,105.4%,577件
24,1650-1699,3540円,90分,105.2%,504件
25,1700-1749,3601円,89分,105.4%,519件
26,1750-1799,4536円,84分,107.2%,492件
27,1800-1849,4998円,82分,108.1%,453件
28,1850-1899,4533円,81分,107.5%,417件
29,1900-1949,5361円,76分,109.4%,468件
30,1950-1999,5887円,75分,110.5%,430件
31,2000-2049,5030円,69分,109.7%,415件
32,2050-2099,5376円,66分,110.9%,379件
33,2100-2149,5798円,61分,112.7%,390件
34,2150-2199,6550円,56分,115.5%,405件
35,2200-2249,6619円,54分,116.4%,384件
36,2250-2299,6009円,50分,116.1%,402件
37,2300-2349,6218円,48分,117.3%,352件
38,2350-2399,6578円,46分,119%,349件
39,2400-2449,7376円,43分,122.9%,372件
40,2450-2499,7039円,42分,122.3%,314件
41,2500-2549,7680円,40分,125.4%,353件
42,2550-2599,8152円,40分,127.3%,324件
43,2600-2649,8542円,38分,130.1%,303件
44,2650-2699,9059円,37分,133%,270件
45,2700-2749,9037円,34分,135.3%,300件
46,2750-2799,9899円,31分,142.1%,250件
47,2800-2849,11127円,29分,151.8%,259件
48,2850-2899,11815円,25分,163.8%,244件
49,2900-2949,12754円,23分,174.2%,206件
