,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1500-1549,8956円,107分,111.2%,71件
1,1550-1599,7843円,100分,110.5%,83件
2,1600-1649,8067円,100分,110.8%,91件
3,1650-1699,8690円,91分,112.8%,84件
4,1700-1749,9366円,90分,113.9%,74件
5,1750-1799,8054円,93分,111.6%,82件
6,1800-1849,9362円,82分,115.2%,75件
7,1850-1899,9033円,85分,114.1%,82件
8,1900-1949,10279円,78分,117.6%,85件
9,1950-1999,8073円,75分,114.3%,75件
10,2000-2049,9699円,68分,119%,67件
11,2050-2099,11046円,71分,120.9%,83件
12,2100-2149,9532円,64分,119.9%,61件
13,2150-2199,7111円,62分,115.3%,62件
14,2200-2249,9160円,54分,122.5%,59件
15,2250-2299,11315円,47分,131.9%,67件
16,2300-2349,8745円,48分,124.5%,43件
17,2350-2399,10314円,42分,132.4%,48件
18,2400-2449,10373円,38分,136.4%,41件
19,2450-2499,9720円,43分,130%,38件
20,2500-2549,10297円,39分,135.5%,50件
21,2550-2599,11424円,38分,140.6%,53件
22,2600-2649,11520円,37分,142.1%,51件
23,2650-2699,11151円,39分,138.3%,39件
24,2700-2749,11727円,35分,144.7%,40件
25,2750-2799,12342円,33分,150.5%,45件
26,2800-2849,12751円,29分,158.1%,41件
27,2850-2899,13920円,27分,169.4%,28件
28,2900-2949,13958円,22分,185%,36件
