,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,3543円,136分,103.5%,85件
1,800-849,3585円,130分,103.7%,174件
2,850-899,4748円,125分,105.1%,212件
3,900-949,5500円,117分,106.3%,215件
4,950-999,4874円,122分,105.3%,217件
5,1000-1049,4967円,117分,105.7%,225件
6,1050-1099,4389円,120分,104.9%,237件
7,1100-1149,5428円,122分,105.9%,232件
8,1150-1199,5682円,111分,106.9%,227件
9,1200-1249,5974円,111分,107.2%,229件
10,1250-1299,6126円,107分,107.7%,209件
11,1300-1349,5701円,109分,107%,242件
12,1350-1399,6277円,100分,108.3%,247件
13,1400-1449,6702円,103分,108.7%,289件
14,1450-1499,6461円,102分,108.5%,220件
15,1500-1549,5986円,95分,108.4%,239件
16,1550-1599,7318円,95分,110.3%,176件
17,1600-1649,7366円,90分,110.9%,192件
18,1650-1699,8168円,89分,112.3%,158件
19,1700-1749,6911円,83分,111.1%,156件
20,1750-1799,8342円,84分,113.3%,165件
21,1800-1849,8128円,81分,113.4%,134件
22,1850-1899,7645円,77分,113.2%,147件
23,1900-1949,9457円,71分,117.7%,162件
24,1950-1999,8259円,71分,115.5%,170件
25,2000-2049,8375円,69分,116.3%,152件
26,2050-2099,9611円,66分,119.4%,124件
27,2100-2149,8795円,62分,119%,132件
28,2150-2199,10177円,59分,123.1%,115件
29,2200-2249,10024円,56分,123.7%,130件
30,2250-2299,9498円,51分,124.8%,115件
31,2300-2349,9905円,45分,129.2%,118件
32,2350-2399,9990円,38分,135%,118件
33,2400-2449,9721円,36分,135.9%,119件
34,2450-2499,10455円,35分,140%,89件
35,2500-2549,11552円,33分,147.3%,97件
36,2550-2599,11679円,32分,148.9%,90件
37,2600-2649,10698円,33分,143.5%,85件
38,2650-2699,11860円,30分,153.2%,74件
39,2700-2749,13133円,29分,161.1%,87件
40,2750-2799,13184円,28分,162.5%,78件
41,2800-2849,13052円,27分,163.9%,80件
42,2850-2899,13656円,23分,180.6%,70件
43,2900-2949,13860円,22分,183.9%,75件
