,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1150-1199,4747円,121分,105.2%,612件
1,1200-1249,5435円,116分,106.2%,583件
2,1250-1299,4914円,117分,105.6%,528件
3,1300-1349,4856円,115分,105.6%,554件
4,1350-1399,5730円,110分,106.9%,518件
5,1400-1449,4966円,108分,106.1%,480件
6,1450-1499,5238円,106分,106.6%,488件
7,1500-1549,5606円,104分,107.2%,486件
8,1550-1599,6279円,99分,108.5%,458件
9,1600-1649,5641円,96分,107.8%,460件
10,1650-1699,6088円,95分,108.5%,449件
11,1700-1749,5469円,90分,108.1%,391件
12,1750-1799,6463円,89分,109.7%,358件
13,1800-1849,6292円,85分,109.8%,379件
14,1850-1899,7068円,81分,111.6%,323件
15,1900-1949,6078円,79分,110.3%,307件
16,1950-1999,7809円,75分,113.8%,307件
17,2000-2049,6147円,72分,111.4%,298件
18,2050-2099,6427円,69分,112.4%,301件
19,2100-2149,6935円,64分,114.5%,289件
20,2150-2199,6989円,62分,115.1%,271件
21,2200-2249,6947円,59分,115.8%,270件
22,2250-2299,7323円,53分,118.4%,236件
23,2300-2349,6298円,54分,115.7%,245件
24,2350-2399,7381円,49分,120%,206件
25,2400-2449,7483円,47分,121%,237件
26,2450-2499,8665円,44分,126.5%,222件
27,2500-2549,8633円,43分,126.9%,216件
28,2550-2599,9027円,42分,128.6%,255件
29,2600-2649,9193円,41分,130.1%,214件
30,2650-2699,10034円,38分,135.6%,189件
31,2700-2749,10984円,35分,141.4%,190件
32,2750-2799,11531円,34分,145.4%,178件
33,2800-2849,12505円,30分,155%,175件
34,2850-2899,13247円,27分,165.8%,149件
35,2900-2949,14753円,24分,180.5%,137件
