,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,5072円,123分,105.5%,1803件
1,1150-1199,5001円,123分,105.4%,1695件
2,1200-1249,4557円,120分,105.1%,1703件
3,1250-1299,4958円,116分,105.7%,1586件
4,1300-1349,5241円,112分,106.2%,1543件
5,1350-1399,5552円,112分,106.6%,1447件
6,1400-1449,5059円,108分,106.2%,1449件
7,1450-1499,5743円,104分,107.3%,1460件
8,1500-1549,5392円,103分,107%,1445件
9,1550-1599,5473円,99分,107.4%,1348件
10,1600-1649,5588円,97分,107.7%,1284件
11,1650-1699,6074円,95分,108.5%,1324件
12,1700-1749,6225円,90分,109.2%,1254件
13,1750-1799,6291円,89分,109.5%,1272件
14,1800-1849,6463円,86分,110%,1245件
15,1850-1899,6358円,84分,110.1%,1188件
16,1900-1949,6893円,80分,111.5%,1139件
17,1950-1999,6798円,75分,112%,1180件
18,2000-2049,6472円,71分,112.1%,1112件
19,2050-2099,6395円,67分,112.7%,1071件
20,2100-2149,7047円,64分,114.7%,1049件
21,2150-2199,7137円,61分,115.6%,1005件
22,2200-2249,6999円,58分,116.2%,977件
23,2250-2299,7122円,54分,117.6%,988件
24,2300-2349,7368円,50分,119.5%,967件
25,2350-2399,7454円,48分,120.9%,940件
26,2400-2449,7610円,46分,122%,877件
27,2450-2499,8326円,44分,125.3%,873件
28,2500-2549,8418円,43分,126.1%,852件
29,2550-2599,8798円,42分,128.1%,810件
30,2600-2649,9345円,39分,131.9%,847件
31,2650-2699,9905円,38分,135.1%,779件
32,2700-2749,9867円,37分,135.2%,655件
