,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,4379円,149分,103.9%,20件
1,600-649,2477円,142分,102.3%,32件
2,650-699,3046円,125分,103.3%,45件
3,700-749,2356円,148分,102.1%,67件
4,750-799,5077円,135分,105%,73件
5,800-849,2731円,139分,102.6%,68件
6,850-899,4393円,131分,104.5%,87件
7,900-949,3064円,133分,103.1%,102件
8,950-999,2968円,130分,103%,98件
9,1000-1049,2760円,130分,102.8%,127件
10,1050-1099,3893円,131分,104%,134件
11,1100-1149,4161円,124分,104.5%,163件
12,1150-1199,4928円,111分,105.9%,163件
13,1200-1249,4231円,119分,104.8%,162件
14,1250-1299,4611円,110分,105.6%,164件
15,1300-1349,4317円,111分,105.2%,180件
16,1350-1399,3447円,111分,104.2%,198件
17,1400-1449,3813円,108分,104.7%,174件
18,1450-1499,4480円,104分,105.8%,204件
19,1500-1549,4109円,101分,105.4%,190件
20,1550-1599,5051円,100分,106.7%,204件
21,1600-1649,5023円,99分,106.8%,194件
22,1650-1699,5578円,93分,108%,176件
23,1700-1749,4274円,90分,106.4%,195件
24,1750-1799,5308円,84分,108.4%,212件
25,1800-1849,4878円,83分,107.9%,189件
26,1850-1899,6605円,81分,110.9%,192件
27,1900-1949,6241円,77分,110.9%,152件
28,1950-1999,4921円,75分,108.8%,160件
29,2000-2049,6637円,71分,112.4%,169件
30,2050-2099,6716円,69分,112.9%,148件
31,2100-2149,7011円,64分,114.6%,171件
32,2150-2199,6610円,60分,114.6%,140件
33,2200-2249,7320円,55分,117.7%,133件
34,2250-2299,6510円,54分,116%,138件
35,2300-2349,7207円,49分,119.5%,138件
36,2350-2399,6833円,48分,119.1%,99件
37,2400-2449,7043円,47分,120.1%,118件
38,2450-2499,7648円,44分,123.3%,114件
39,2500-2549,6975円,44分,121.4%,93件
40,2550-2599,8873円,39分,130%,94件
41,2600-2649,9444円,37分,133.7%,88件
42,2650-2699,10088円,34分,139.1%,91件
43,2700-2749,10017円,37分,136.3%,102件
44,2750-2799,10926円,32分,145.6%,96件
45,2800-2849,12212円,30分,153.7%,77件
46,2850-2899,13093円,26分,166.8%,80件
47,2900-2949,14083円,24分,178%,55件
