,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,-416円,138分,99.6%,42件
1,750-799,1218円,135分,101.2%,56件
2,800-849,564円,129分,100.6%,82件
3,850-899,1729円,132分,101.8%,75件
4,900-949,494円,125分,100.5%,83件
5,950-999,1052円,132分,101.1%,91件
6,1000-1049,334円,126分,100.4%,111件
7,1050-1099,774円,123分,100.8%,99件
8,1100-1149,1675円,119分,101.9%,119件
9,1150-1199,2533円,113分,103%,145件
10,1200-1249,1320円,116分,101.5%,128件
11,1250-1299,2237円,115分,102.6%,160件
12,1300-1349,2165円,114分,102.5%,148件
13,1350-1399,2268円,105分,102.9%,163件
14,1400-1449,1690円,108分,102.1%,193件
15,1450-1499,2589円,104分,103.3%,180件
16,1500-1549,2878円,100分,103.8%,150件
17,1550-1599,2257円,101分,103%,158件
18,1600-1649,3224円,94分,104.6%,157件
19,1650-1699,3163円,93分,104.5%,178件
20,1700-1749,4834円,86分,107.5%,181件
21,1750-1799,2286円,87分,103.5%,156件
22,1800-1849,5502円,80分,109.2%,164件
23,1850-1899,5002円,79分,108.5%,156件
24,1900-1949,4309円,75分,107.6%,131件
25,1950-1999,4143円,72分,107.7%,137件
26,2000-2049,4919円,66分,109.9%,127件
27,2050-2099,5813円,63分,112.2%,139件
28,2100-2149,5733円,62分,112.4%,102件
29,2150-2199,6725円,58分,115.5%,112件
30,2200-2249,5847円,51分,115.2%,94件
31,2250-2299,6441円,52分,116.6%,100件
32,2300-2349,5605円,47分,115.7%,96件
33,2350-2399,6365円,45分,119%,104件
34,2400-2449,5315円,48分,114.7%,94件
35,2450-2499,7292円,41分,123.6%,87件
36,2500-2549,7428円,41分,124.1%,92件
37,2550-2599,7533円,40分,125.3%,90件
38,2600-2649,7659円,39分,126.3%,85件
39,2650-2699,8860円,34分,135.1%,69件
40,2700-2749,8745円,33分,135.1%,86件
41,2750-2799,9867円,32分,140.9%,75件
42,2800-2849,11126円,28分,153.8%,71件
43,2850-2899,11657円,25分,162.2%,52件
44,2900-2949,13130円,22分,178.3%,63件
