,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,-417円,140分,99.6%,21件
1,750-799,1482円,122分,101.6%,29件
2,800-849,318円,145分,100.3%,45件
3,850-899,3890円,127分,104.1%,41件
4,900-949,323円,130分,100.3%,47件
5,950-999,1272円,134分,101.3%,52件
6,1000-1049,2001円,130分,102.1%,67件
7,1050-1099,1466円,120分,101.6%,70件
8,1100-1149,1254円,121分,101.4%,82件
9,1150-1199,2484円,121分,102.7%,96件
10,1200-1249,1587円,117分,101.8%,102件
11,1250-1299,3232円,107分,104%,101件
12,1300-1349,3015円,111分,103.6%,108件
13,1350-1399,3020円,105分,103.8%,101件
14,1400-1449,2682円,102分,103.5%,110件
15,1450-1499,1733円,103分,102.3%,131件
16,1500-1549,2499円,100分,103.3%,113件
17,1550-1599,2932円,95分,104.1%,144件
18,1600-1649,3423円,92分,104.9%,130件
19,1650-1699,3874円,92分,105.6%,138件
20,1700-1749,4378円,92分,106.3%,127件
21,1750-1799,4002円,85分,106.3%,113件
22,1800-1849,3610円,82分,105.9%,144件
23,1850-1899,4015円,77分,107%,139件
24,1900-1949,3380円,77分,105.9%,125件
25,1950-1999,5555円,72分,110.2%,126件
26,2000-2049,4418円,69分,108.6%,93件
27,2050-2099,2976円,68分,105.8%,98件
28,2100-2149,4839円,67分,109.6%,90件
29,2150-2199,5766円,62分,112.4%,91件
30,2200-2249,5715円,54分,114%,106件
31,2250-2299,6353円,51分,116.5%,87件
32,2300-2349,6541円,47分,118.6%,83件
33,2350-2399,5766円,46分,116.6%,86件
34,2400-2449,6741円,44分,120.5%,81件
35,2450-2499,6181円,43分,119.3%,64件
36,2500-2549,6661円,43分,120.6%,80件
37,2550-2599,7073円,42分,122.3%,76件
38,2600-2649,7808円,38分,127.2%,66件
39,2650-2699,9075円,37分,133%,60件
40,2700-2749,8938円,34分,134.8%,51件
41,2750-2799,10296円,30分,145.3%,54件
42,2800-2849,10998円,30分,149.6%,74件
43,2850-2899,11561円,26分,159.4%,63件
44,2900-2949,13212円,22分,178.7%,47件
