,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,4630円,113分,105.5%,688件
1,1400-1449,5204円,110分,106.3%,685件
2,1450-1499,5660円,106分,107.2%,651件
3,1500-1549,5821円,102分,107.6%,693件
4,1550-1599,5874円,102分,107.7%,640件
5,1600-1649,5658円,96分,107.9%,589件
6,1650-1699,6203円,95分,108.7%,537件
7,1700-1749,6537円,92分,109.5%,546件
8,1750-1799,6982円,87分,110.7%,474件
9,1800-1849,5828円,86分,109%,446件
10,1850-1899,7361円,82分,111.9%,429件
11,1900-1949,6216円,79分,110.5%,426件
12,1950-1999,6506円,75分,111.5%,436件
13,2000-2049,6927円,71分,113%,426件
14,2050-2099,6772円,69分,113.2%,396件
15,2100-2149,6372円,66分,112.9%,376件
16,2150-2199,7268円,61分,115.8%,363件
17,2200-2249,6490円,60分,114.4%,355件
18,2250-2299,7579円,56分,118.1%,312件
19,2300-2349,6574円,53分,116.6%,330件
20,2350-2399,7332円,49分,120%,315件
21,2400-2449,7886円,46分,122.8%,318件
22,2450-2499,8097円,46分,123.4%,376件
23,2500-2549,8215円,45分,124.6%,300件
24,2550-2599,9003円,42分,128.3%,274件
25,2600-2649,9788円,40分,132.3%,282件
26,2650-2699,10599円,38分,137.1%,271件
27,2700-2749,10959円,36分,140.8%,249件
28,2750-2799,11881円,32分,149.1%,236件
29,2800-2849,13074円,31分,156.5%,231件
30,2850-2899,13981円,27分,169.2%,238件
31,2900-2949,15014円,24分,184%,187件
