,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,1119円,152分,101%,224件
1,550-599,1801円,142分,101.7%,295件
2,600-649,224円,146分,100.2%,332件
3,650-699,2402円,141分,102.3%,357件
4,700-749,2187円,141分,102.1%,404件
5,750-799,2364円,139分,102.3%,455件
6,800-849,2107円,138分,102%,487件
7,850-899,2508円,134分,102.5%,469件
8,900-949,2644円,132分,102.7%,523件
9,950-999,1979円,132分,102%,542件
10,1000-1049,2157円,128分,102.2%,596件
11,1050-1099,3122円,122分,103.4%,612件
12,1100-1149,3122円,126分,103.3%,603件
13,1150-1199,3045円,120分,103.4%,612件
14,1200-1249,3769円,115分,104.4%,583件
15,1250-1299,3261円,116分,103.8%,528件
16,1300-1349,3249円,113分,103.8%,554件
17,1350-1399,4144円,109分,105.1%,518件
18,1400-1449,3449円,107分,104.3%,480件
19,1450-1499,3733円,105分,104.7%,488件
20,1500-1549,4118円,103分,105.3%,486件
21,1550-1599,4830円,98分,106.6%,458件
22,1600-1649,4253円,95分,106%,460件
23,1650-1699,4706円,94分,106.7%,449件
24,1700-1749,4189円,89分,106.3%,391件
25,1750-1799,5146円,87分,107.8%,358件
26,1800-1849,5045円,84分,108%,379件
27,1850-1899,5851円,80分,109.8%,323件
28,1900-1949,4933円,78分,108.5%,307件
29,1950-1999,6641円,74分,111.9%,307件
30,2000-2049,5093円,71分,109.6%,298件
31,2050-2099,5413円,68分,110.6%,301件
32,2100-2149,5968円,63分,112.7%,289件
33,2150-2199,6063円,61分,113.3%,271件
34,2200-2249,6058円,58分,113.9%,270件
35,2250-2299,6503円,52分,116.5%,236件
36,2300-2349,5527円,53分,113.9%,245件
37,2350-2399,6622円,49分,118.2%,206件
38,2400-2449,6739円,47分,119.2%,237件
39,2450-2499,7921円,43分,124.6%,222件
40,2500-2549,7889円,42分,125%,216件
41,2550-2599,8283円,41分,126.7%,255件
42,2600-2649,8449円,40分,128.1%,214件
43,2650-2699,9290円,37分,133.6%,189件
44,2700-2749,10240円,35分,139.3%,190件
45,2750-2799,10787円,33分,143.3%,178件
46,2800-2849,11761円,30分,152.9%,175件
47,2850-2899,12503円,26分,163.6%,149件
48,2900-2949,14009円,24分,178.5%,137件
