,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1600-1649,7627円,96分,110.6%,18件
1,1650-1699,5885円,96分,108.2%,22件
2,1700-1749,7712円,82分,112.6%,26件
3,1750-1799,7844円,91分,111.5%,18件
4,1800-1849,7184円,88分,110.9%,24件
5,1850-1899,8932円,74分,116.1%,22件
6,1900-1949,8130円,71分,115.3%,23件
7,1950-1999,5018円,64分,110.5%,19件
8,2000-2049,8162円,68分,115.9%,20件
9,2050-2099,8879円,66分,117.9%,32件
10,2100-2149,9971円,57分,123.2%,26件
11,2150-2199,7521円,57分,117.7%,29件
12,2200-2249,7944円,51分,120.9%,26件
13,2250-2299,8832円,46分,125.7%,16件
14,2300-2349,8920円,41分,129.1%,25件
15,2350-2399,8578円,34分,133.6%,28件
16,2400-2449,8542円,39分,129.5%,22件
17,2450-2499,6842円,42分,121.9%,31件
18,2500-2549,6462円,43分,120.1%,20件
19,2550-2599,8362円,37分,129.9%,30件
20,2600-2649,6932円,39分,123.5%,32件
21,2650-2699,9271円,32分,138.9%,31件
22,2700-2749,9808円,30分,143.8%,21件
23,2750-2799,10302円,29分,146.8%,20件
24,2800-2849,10927円,28分,151.3%,18件
25,2850-2899,11787円,24分,166.3%,14件
26,2900-2949,11894円,21分,175%,17件
