,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,285円,143分,100.3%,98件
1,550-599,-414円,146分,99.6%,126件
2,600-649,108円,145分,100.1%,155件
3,650-699,230円,136分,100.2%,183件
4,700-749,-1411円,139分,98.7%,226件
5,750-799,904円,136分,100.9%,245件
6,800-849,789円,135分,100.8%,273件
7,850-899,1026円,131分,101%,322件
8,900-949,466円,132分,100.5%,338件
9,950-999,1457円,126分,101.5%,336件
10,1000-1049,1711円,125分,101.8%,364件
11,1050-1099,690円,125分,100.7%,393件
12,1100-1149,939円,122分,101%,437件
13,1150-1199,2006円,116分,102.3%,412件
14,1200-1249,2400円,118分,102.7%,425件
15,1250-1299,1970円,112分,102.3%,411件
16,1300-1349,2882円,106分,103.6%,405件
17,1350-1399,2392円,107分,103%,388件
18,1400-1449,2626円,106分,103.3%,401件
19,1450-1499,2873円,103分,103.7%,350件
20,1500-1549,2026円,100分,102.7%,330件
21,1550-1599,3026円,96分,104.2%,339件
22,1600-1649,3294円,94分,104.7%,339件
23,1650-1699,3591円,89分,105.4%,305件
24,1700-1749,3115円,87分,104.8%,312件
25,1750-1799,3883円,87分,106%,307件
26,1800-1849,4054円,81分,106.6%,273件
27,1850-1899,4443円,82分,107.2%,243件
28,1900-1949,4588円,77分,108%,269件
29,1950-1999,5518円,72分,110.2%,234件
30,2000-2049,4005円,70分,107.6%,212件
31,2050-2099,5408円,66分,110.9%,192件
32,2100-2149,4797円,61分,110.5%,219件
33,2150-2199,4985円,58分,111.4%,212件
34,2200-2249,5936円,53分,114.9%,199件
35,2250-2299,6008円,53分,115.2%,194件
36,2300-2349,5624円,50分,115.1%,184件
37,2350-2399,6755円,44分,120.3%,172件
38,2400-2449,6176円,46分,117.7%,168件
39,2450-2499,7032円,43分,121.8%,147件
40,2500-2549,7169円,43分,122.3%,162件
41,2550-2599,7697円,40分,125.6%,145件
42,2600-2649,8199円,37分,129.2%,144件
43,2650-2699,8864円,36分,132.8%,171件
44,2700-2749,9055円,34分,135%,145件
45,2750-2799,10258円,31分,143.8%,132件
46,2800-2849,11665円,28分,155.5%,136件
47,2850-2899,12039円,27分,160%,124件
48,2900-2949,12733円,22分,175.6%,108件
