,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,250-299,-1096円,156分,99.1%,26704件
1,300-349,-879円,156分,99.2%,8083件
2,350-399,-360円,154分,99.7%,4303件
3,400-449,-327円,151分,99.7%,2937件
4,450-499,-4円,149分,100%,2450件
5,500-549,-151円,148分,99.9%,2057件
6,550-599,23円,147分,100%,1971件
7,600-649,262円,143分,100.2%,1884件
8,650-699,228円,143分,100.2%,1892件
9,700-749,586円,139分,100.6%,1818件
10,750-799,445円,137分,100.4%,1853件
11,800-849,574円,135分,100.6%,1804件
12,850-899,942円,134分,100.9%,1825件
13,900-949,941円,130分,101%,1647件
14,950-999,1203円,126分,101.3%,1906件
15,1000-1049,1453円,125分,101.6%,1946件
16,1050-1099,1848円,122分,102%,1830件
17,1100-1149,2099円,120分,102.3%,1803件
18,1150-1199,2033円,120分,102.3%,1695件
19,1200-1249,1686円,117分,101.9%,1703件
20,1250-1299,2156円,113分,102.5%,1586件
21,1300-1349,2522円,109分,103.1%,1543件
22,1350-1399,2812円,109分,103.4%,1447件
23,1400-1449,2440円,106分,103.1%,1449件
24,1450-1499,3168円,102分,104.1%,1460件
25,1500-1549,2881円,101分,103.8%,1445件
26,1550-1599,3055円,97分,104.2%,1348件
27,1600-1649,3184円,95分,104.5%,1284件
28,1650-1699,3702円,93分,105.3%,1324件
29,1700-1749,3962円,88分,106%,1254件
30,1750-1799,4049円,87分,106.2%,1272件
31,1800-1849,4278円,84分,106.8%,1245件
32,1850-1899,4242円,82分,106.9%,1188件
33,1900-1949,4838円,78分,108.3%,1139件
34,1950-1999,4855円,74分,108.8%,1180件
35,2000-2049,4658円,70分,108.9%,1112件
36,2050-2099,4689円,65分,109.5%,1071件
37,2100-2149,5383円,62分,111.5%,1049件
38,2150-2199,5538円,60分,112.4%,1005件
39,2200-2249,5476円,56分,113%,977件
40,2250-2299,5688円,53分,114.4%,988件
41,2300-2349,6011円,49分,116.3%,967件
42,2350-2399,6151円,46分,117.7%,940件
43,2400-2449,6336円,45分,118.7%,877件
44,2450-2499,7055円,43分,122%,873件
45,2500-2549,7147円,42分,122.8%,852件
46,2550-2599,7527円,41分,124.7%,810件
47,2600-2649,8074円,38分,128.4%,847件
48,2650-2699,8634円,36分,131.6%,779件
49,2700-2749,8596円,36分,131.6%,655件
