,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1500-1549,6211円,105分,107.9%,486件
1,1550-1599,6868円,99分,109.2%,458件
2,1600-1649,6205円,97分,108.5%,460件
3,1650-1699,6649円,96分,109.3%,449件
4,1700-1749,5989円,90分,108.8%,391件
5,1750-1799,6998円,89分,110.5%,358件
6,1800-1849,6798円,86分,110.6%,379件
7,1850-1899,7563円,81分,112.4%,323件
8,1900-1949,6544円,79分,111.1%,307件
9,1950-1999,8284円,76分,114.6%,307件
10,2000-2049,6576円,72分,112.1%,298件
11,2050-2099,6839円,69分,113.2%,301件
12,2100-2149,7328円,64分,115.3%,289件
13,2150-2199,7365円,62分,115.8%,271件
14,2200-2249,7309円,59分,116.5%,270件
15,2250-2299,7656円,53分,119.1%,236件
16,2300-2349,6612円,54分,116.4%,245件
17,2350-2399,7689円,49分,120.7%,206件
18,2400-2449,7785円,48分,121.8%,237件
19,2450-2499,8967円,44分,127.2%,222件
20,2500-2549,8935円,43分,127.7%,216件
21,2550-2599,9330円,42分,129.4%,255件
22,2600-2649,9495円,41分,130.9%,214件
23,2650-2699,10336円,38分,136.4%,189件
24,2700-2749,11287円,36分,142.2%,190件
25,2750-2799,11834円,34分,146.2%,178件
26,2800-2849,12807円,31分,155.8%,175件
27,2850-2899,13550円,27分,166.6%,149件
28,2900-2949,15056円,25分,181.2%,137件
