,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,119円,157分,100.1%,334件
1,450-499,781円,145分,100.7%,419件
2,500-549,-160円,148分,99.9%,495件
3,550-599,1442円,146分,101.3%,544件
4,600-649,1069円,145分,101%,571件
5,650-699,1207円,144分,101.1%,639件
6,700-749,982円,142分,100.9%,675件
7,750-799,1709円,138分,101.7%,685件
8,800-849,1776円,136分,101.7%,766件
9,850-899,1370円,135分,101.4%,770件
10,900-949,1519円,134分,101.5%,863件
11,950-999,2132円,128分,102.2%,889件
12,1000-1049,1947円,132分,102%,861件
13,1050-1099,2066円,125分,102.2%,861件
14,1100-1149,2491円,121分,102.7%,812件
15,1150-1199,2541円,122分,102.8%,748件
16,1200-1249,2422円,118分,102.7%,802件
17,1250-1299,3131円,114分,103.7%,745件
18,1300-1349,2929円,111分,103.5%,725件
19,1350-1399,2418円,111分,102.9%,688件
20,1400-1449,3018円,108分,103.7%,685件
21,1450-1499,3522円,104分,104.5%,651件
22,1500-1549,3730円,101分,104.9%,693件
23,1550-1599,3804円,100分,105.1%,640件
24,1600-1649,3723円,94分,105.3%,589件
25,1650-1699,4249円,93分,106.1%,537件
26,1700-1749,4630円,90分,106.8%,546件
27,1750-1799,5153円,85分,108.1%,474件
28,1800-1849,4078円,85分,106.4%,446件
29,1850-1899,5600円,81分,109.2%,429件
30,1900-1949,4587円,77分,107.9%,426件
31,1950-1999,4945円,74分,108.9%,436件
32,2000-2049,5416円,70分,110.4%,426件
33,2050-2099,5334円,67分,110.6%,396件
34,2100-2149,5004円,65分,110.3%,376件
35,2150-2199,5946円,60分,113.2%,363件
36,2200-2249,5253円,59分,111.9%,355件
37,2250-2299,6371円,55分,115.6%,312件
38,2300-2349,5455円,52分,114%,330件
39,2350-2399,6258円,48分,117.4%,315件
40,2400-2449,6822円,45分,120.1%,318件
41,2450-2499,7036円,45分,120.8%,376件
42,2500-2549,7154円,44分,121.9%,300件
43,2550-2599,7942円,41分,125.6%,274件
44,2600-2649,8728円,39分,129.5%,282件
45,2650-2699,9538円,37分,134.2%,271件
46,2700-2749,9898円,35分,137.9%,249件
47,2750-2799,10820円,31分,146%,236件
48,2800-2849,12014円,30分,153.6%,231件
49,2850-2899,12920円,26分,166.3%,238件
50,2900-2949,13953円,23分,181.3%,187件
