,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,3523円,135分,103.5%,666件
1,700-749,3145円,136分,103.1%,883件
2,750-799,3842円,131分,103.9%,791件
3,800-849,4206円,130分,104.3%,709件
4,850-899,4269円,128分,104.4%,634件
5,900-949,4185円,127分,104.4%,579件
6,950-999,3815円,126分,104%,534件
7,1000-1049,4460円,120分,104.9%,514件
8,1050-1099,4512円,119分,105%,433件
9,1100-1149,4845円,118分,105.5%,401件
10,1150-1199,4805円,115分,105.6%,360件
11,1200-1249,5617円,114分,106.6%,388件
12,1250-1299,5354円,110分,106.5%,675件
13,1300-1349,5406円,106分,106.8%,372件
14,1350-1399,6265円,103分,108.1%,401件
15,1400-1449,6185円,101分,108.1%,373件
16,1450-1499,5973円,99分,108%,308件
17,1500-1549,5548円,97分,107.6%,319件
18,1550-1599,6726円,94分,109.6%,310件
19,1600-1649,7074円,92分,110.3%,286件
20,1650-1699,6887円,87分,110.5%,243件
21,1700-1749,7874円,84分,112.4%,252件
22,1750-1799,6887円,85分,110.9%,236件
23,1800-1849,7858円,81分,112.9%,264件
24,1850-1899,7622円,76分,113.4%,252件
25,1900-1949,6971円,76分,112.2%,235件
26,1950-1999,8805円,71分,116.6%,232件
27,2000-2049,8693円,70分,116.5%,219件
28,2050-2099,8081円,67分,116.1%,186件
29,2100-2149,9339円,65分,119.3%,221件
30,2150-2199,9403円,61分,120.5%,191件
31,2200-2249,9189円,54分,122.6%,201件
32,2250-2299,9119円,50分,124.4%,176件
33,2300-2349,9568円,45分,128.6%,187件
34,2350-2399,10343円,39分,135.5%,176件
35,2400-2449,10167円,37分,136.7%,172件
36,2450-2499,10123円,36分,137.8%,207件
37,2500-2549,10676円,34分,141.7%,186件
38,2550-2599,10541円,35分,140.4%,173件
39,2600-2649,11630円,32分,149%,180件
40,2650-2699,10951円,32分,145.8%,151件
41,2700-2749,12025円,29分,155.3%,166件
42,2750-2799,12053円,29分,155.5%,142件
43,2800-2849,12673円,26分,163.9%,155件
44,2850-2899,13755円,25分,174.6%,134件
45,2900-2949,14059円,21分,190.1%,131件
