,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,8260円,116分,109.5%,284件
1,1150-1199,8117円,119分,109.1%,273件
2,1200-1249,8463円,113分,110%,244件
3,1250-1299,7612円,116分,108.8%,300件
4,1300-1349,8353円,107分,110.4%,295件
5,1350-1399,8730円,108分,110.8%,342件
6,1400-1449,8557円,107分,110.7%,255件
7,1450-1499,8153円,101分,110.7%,284件
8,1500-1549,9393円,100分,112.5%,213件
9,1550-1599,8846円,97分,112.2%,229件
10,1600-1649,9801円,95分,113.7%,201件
11,1650-1699,8216円,88分,112.4%,191件
12,1700-1749,10216円,88分,115.4%,193件
13,1750-1799,9793円,85分,115.3%,168件
14,1800-1849,9418円,82分,115.3%,183件
15,1850-1899,10732円,77分,118.6%,196件
16,1900-1949,9541円,76分,116.7%,205件
17,1950-1999,9443円,76分,116.6%,188件
18,2000-2049,9785円,73分,118%,143件
19,2050-2099,9892円,68分,119.5%,158件
20,2100-2149,10969円,64分,122.9%,137件
21,2150-2199,11100円,62分,124%,151件
22,2200-2249,9891円,57分,123.1%,139件
23,2250-2299,10319円,52分,126.7%,138件
24,2300-2349,10399円,44分,131.3%,133件
25,2350-2399,9989円,41分,132.4%,143件
26,2400-2449,10887円,40分,136.5%,115件
27,2450-2499,11680円,37分,142.3%,124件
28,2500-2549,11819円,37分,142.7%,108件
29,2550-2599,11162円,37分,140.6%,105件
30,2600-2649,11916円,34分,146.4%,87件
31,2650-2699,12728円,34分,149.4%,99件
32,2700-2749,13561円,32分,156.6%,93件
33,2750-2799,13181円,32分,154.7%,89件
34,2800-2849,13827円,28分,166.2%,89件
35,2850-2899,14113円,27分,169.8%,92件
36,2900-2949,15014円,25分,181.4%,65件
