,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,826円,147分,100.7%,377件
1,450-499,-441円,149分,99.6%,604件
2,500-549,-669円,148分,99.4%,706件
3,550-599,521円,141分,100.5%,767件
4,600-649,92円,142分,100.1%,757件
5,650-699,289円,139分,100.3%,794件
6,700-749,432円,138分,100.4%,797件
7,750-799,197円,138分,100.2%,810件
8,800-849,593円,135分,100.6%,820件
9,850-899,648円,132分,100.7%,793件
10,900-949,1527円,130分,101.6%,756件
11,950-999,535円,130分,100.6%,903件
12,1000-1049,1333円,123分,101.4%,896件
13,1050-1099,1167円,123分,101.3%,944件
14,1100-1149,1756円,120分,102%,805件
15,1150-1199,1757円,115分,102%,809件
16,1200-1249,1721円,118分,102%,736件
17,1250-1299,2380円,113分,102.8%,713件
18,1300-1349,2473円,113分,102.9%,628件
19,1350-1399,1853円,108分,102.3%,578件
20,1400-1449,2357円,104分,103%,586件
21,1450-1499,3235円,103分,104.2%,537件
22,1500-1549,2396円,102分,103.1%,507件
23,1550-1599,3127円,98分,104.3%,556件
24,1600-1649,3315円,93分,104.7%,532件
25,1650-1699,3333円,91分,104.9%,526件
26,1700-1749,4095円,90分,106.1%,430件
27,1750-1799,4030円,86分,106.3%,447件
28,1800-1849,4486円,83分,107.2%,442件
29,1850-1899,4228円,80分,107.1%,432件
30,1900-1949,4153円,76分,107.3%,423件
31,1950-1999,4971円,72分,109.2%,392件
32,2000-2049,4963円,70分,109.5%,376件
33,2050-2099,4701円,65分,109.7%,377件
34,2100-2149,5007円,63分,110.7%,355件
35,2150-2199,5151円,58分,111.8%,351件
36,2200-2249,5719円,56分,113.6%,329件
37,2250-2299,5521円,53分,114%,320件
38,2300-2349,6220円,48分,117.2%,318件
39,2350-2399,6569円,46分,119%,312件
40,2400-2449,6852円,45分,120.1%,276件
41,2450-2499,6823円,44分,120.6%,269件
42,2500-2549,6925円,42分,121.7%,264件
43,2550-2599,8081円,40分,127.2%,286件
44,2600-2649,7982円,39分,127.4%,241件
45,2650-2699,9037円,36分,133.6%,232件
46,2700-2749,9520円,34分,137.4%,269件
47,2750-2799,10313円,32分,143.6%,236件
48,2800-2849,10846円,28分,151.4%,250件
49,2850-2899,11978円,26分,162.3%,210件
50,2900-2949,12648円,22分,176.9%,197件
