,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,6114円,106分,107.7%,14件
1,1250-1299,7157円,114分,108.4%,19件
2,1300-1349,8778円,100分,111.8%,25件
3,1350-1399,7409円,105分,109.4%,31件
4,1400-1449,8903円,96分,112.3%,16件
5,1450-1499,6828円,105分,108.7%,16件
6,1500-1549,8569円,96分,111.9%,26件
7,1550-1599,6370円,100分,108.5%,29件
8,1600-1649,8641円,90分,112.7%,42件
9,1650-1699,9124円,92分,113.2%,32件
10,1700-1749,8319円,92分,112%,36件
11,1750-1799,9167円,79分,115.5%,30件
12,1800-1849,9097円,81分,115%,36件
13,1850-1899,6164円,71分,111.6%,26件
14,1900-1949,9153円,77分,115.9%,33件
15,1950-1999,8449円,70分,116.2%,43件
16,2000-2049,10016円,69分,119.5%,37件
17,2050-2099,7620円,67分,115.1%,38件
18,2100-2149,8868円,62分,119.1%,39件
19,2150-2199,10357円,53分,126.2%,32件
20,2200-2249,9222円,52分,123.7%,35件
21,2250-2299,9513円,46分,127.6%,44件
22,2300-2349,10041円,46分,129.2%,40件
23,2350-2399,6623円,45分,119.8%,40件
24,2400-2449,7960円,41分,126%,31件
25,2450-2499,9300円,37分,133.6%,48件
26,2500-2549,6725円,42分,121.2%,42件
27,2550-2599,8158円,37分,129.6%,38件
28,2600-2649,9590円,34分,138.2%,31件
29,2650-2699,11280円,30分,150.3%,39件
30,2700-2749,10117円,32分,141.6%,26件
31,2750-2799,10710円,28分,150.6%,23件
32,2800-2849,11653円,27分,157.7%,32件
33,2850-2899,13175円,26分,168.4%,30件
34,2900-2949,13614円,23分,177.8%,21件
