,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,7962円,103分,110.4%,31件
1,1400-1449,9938円,100分,113.2%,41件
2,1450-1499,9768円,96分,113.6%,42件
3,1500-1549,10596円,98分,114.5%,47件
4,1550-1599,11188円,100分,114.9%,55件
5,1600-1649,8776円,99分,111.9%,49件
6,1650-1699,10060円,91分,114.8%,63件
7,1700-1749,9079円,94分,112.9%,60件
8,1750-1799,10903円,85分,117%,66件
9,1800-1849,11276円,79分,118.9%,57件
10,1850-1899,9451円,87分,114.5%,55件
11,1900-1949,11561円,76分,120.2%,52件
12,1950-1999,9681円,79分,116.3%,58件
13,2000-2049,10701円,72分,119.7%,58件
14,2050-2099,9301円,68分,118.3%,51件
15,2100-2149,11638円,60分,125.7%,42件
16,2150-2199,12036円,63分,125.5%,58件
17,2200-2249,9178円,55分,122.4%,36件
18,2250-2299,8740円,54分,121.8%,47件
19,2300-2349,11222円,46分,132.4%,48件
20,2350-2399,11821円,39分,140.4%,41件
21,2400-2449,8985円,45分,126.7%,31件
22,2450-2499,12131円,36分,144.4%,33件
23,2500-2549,11776円,33分,147.2%,28件
24,2550-2599,12445円,35分,147.2%,31件
25,2600-2649,12168円,35分,145.8%,28件
26,2650-2699,13014円,34分,151.7%,38件
27,2700-2749,13132円,31分,157.2%,32件
28,2750-2799,13134円,32分,154.1%,28件
29,2800-2849,13549円,29分,162.4%,26件
30,2850-2899,14140円,26分,171.3%,31件
31,2900-2949,14551円,22分,186.7%,28件
