,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,2219円,132分,102.2%,23件
1,1000-1049,2409円,126分,102.5%,32件
2,1050-1099,1892円,121分,102.1%,41件
3,1100-1149,3139円,127分,103.3%,33件
4,1150-1199,3110円,122分,103.4%,66件
5,1200-1249,4192円,109分,105.1%,59件
6,1250-1299,3827円,109分,104.7%,65件
7,1300-1349,2700円,108分,103.3%,67件
8,1350-1399,3984円,103分,105.1%,83件
9,1400-1449,5028円,101分,106.6%,75件
10,1450-1499,3855円,104分,105%,73件
11,1500-1549,3682円,96分,105.1%,83件
12,1550-1599,3850円,95分,105.4%,78件
13,1600-1649,4328円,96分,106%,86件
14,1650-1699,5026円,89分,107.6%,73件
15,1700-1749,3682円,85分,105.8%,90件
16,1750-1799,4463円,85分,107%,81件
17,1800-1849,5560円,78分,109.5%,84件
18,1850-1899,5350円,75分,109.5%,96件
19,1900-1949,6032円,76分,110.6%,97件
20,1950-1999,3807円,71分,107.1%,79件
21,2000-2049,6328円,68分,112.5%,106件
22,2050-2099,6359円,66分,112.9%,112件
23,2100-2149,4723円,61分,110.4%,87件
24,2150-2199,6204円,58分,114.3%,90件
25,2200-2249,5495円,57分,112.9%,80件
26,2250-2299,5050円,52分,112.8%,85件
27,2300-2349,6743円,50分,117.8%,65件
28,2350-2399,5912円,45分,117.4%,71件
29,2400-2449,4458円,49分,112.2%,63件
30,2450-2499,6958円,41分,122.7%,61件
31,2500-2549,8939円,34分,134.8%,43件
32,2550-2599,8141円,38分,128.5%,49件
33,2600-2649,7608円,37分,127.1%,41件
34,2650-2699,8417円,35分,131.8%,49件
35,2700-2749,9239円,34分,136.3%,61件
36,2750-2799,10626円,30分,146.9%,42件
37,2800-2849,11029円,27分,153.7%,33件
38,2850-2899,12493円,26分,164.3%,48件
39,2900-2949,13346円,23分,177.3%,44件
