,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,50-99,-3016円,164分,97.5%,56102件
1,100-149,-2911円,163分,97.6%,16851件
2,150-199,-2508円,162分,97.9%,8950件
3,200-249,-2263円,157分,98.1%,6231件
4,250-299,-2076円,152分,98.2%,4993件
5,300-349,-1939円,154分,98.3%,4300件
6,350-399,-1626円,152分,98.6%,4241件
7,400-449,-1493円,149分,98.7%,4097件
8,450-499,-1501円,147分,98.6%,4002件
9,500-549,-1071円,144分,99%,3908件
10,550-599,-970円,143分,99.1%,3888件
11,600-649,-842円,140分,99.2%,3853件
12,650-699,-771円,140分,99.3%,3800件
13,700-749,-579円,138分,99.4%,3688件
14,750-799,-611円,134分,99.4%,4001件
15,800-849,-171円,133分,99.8%,4159件
16,850-899,-106円,130分,99.9%,3906件
17,900-949,347円,127分,100.4%,3828件
18,950-999,244円,127分,100.3%,3613件
19,1000-1049,245円,124分,100.3%,3625件
20,1050-1099,612円,121分,100.7%,3418件
21,1100-1149,736円,118分,100.8%,3323件
22,1150-1199,961円,117分,101.1%,3214件
23,1200-1249,1160円,115分,101.3%,3091件
24,1250-1299,1232円,111分,101.5%,3074件
25,1300-1349,1206円,110分,101.5%,3039件
26,1350-1399,1643円,106分,102.1%,2937件
27,1400-1449,1712円,105分,102.2%,2891件
28,1450-1499,2020円,102分,102.6%,2848件
29,1500-1549,2082円,99分,102.8%,2757件
30,1550-1599,2201円,97分,103%,2703件
31,1600-1649,2498円,94分,103.6%,2702件
32,1650-1699,2560円,91分,103.8%,2601件
33,1700-1749,2857円,89分,104.3%,2467件
34,1750-1799,2658円,86分,104.1%,2518件
35,1800-1849,3156円,82分,105.1%,2481件
36,1850-1899,2826円,79分,104.8%,2235件
37,1900-1949,3652円,75分,106.5%,2334件
38,1950-1999,3904円,73分,107.2%,2223件
39,2000-2049,3801円,70分,107.3%,2159件
40,2050-2099,3902円,67分,107.8%,2119件
41,2100-2149,4090円,64分,108.5%,2076件
42,2150-2199,4238円,60分,109.4%,1990件
43,2200-2249,4546円,57分,110.6%,1918件
44,2250-2299,5252円,53分,113.3%,1923件
45,2300-2349,5085円,51分,113.3%,1866件
46,2350-2399,5459円,47分,115.5%,1784件
47,2400-2449,5835円,45分,117.3%,1814件
48,2450-2499,6292円,44分,119.2%,1732件
49,2500-2549,6113円,43分,118.8%,1450件
