,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,1781円,143分,101.7%,2626件
1,650-699,1714円,142分,101.6%,2628件
2,700-749,1721円,140分,101.6%,2614件
3,750-799,2084円,139分,102%,2619件
4,800-849,2177円,137分,102.1%,2447件
5,850-899,2197円,133分,102.2%,2722件
6,900-949,2427円,132分,102.5%,2784件
7,950-999,2740円,129分,102.8%,2668件
8,1000-1049,3002円,126分,103.2%,2579件
9,1050-1099,2892円,125分,103.1%,2458件
10,1100-1149,2584円,124分,102.8%,2449件
11,1150-1199,3108円,120分,103.5%,2307件
12,1200-1249,3271円,115分,103.8%,2250件
13,1250-1299,3297円,115分,103.8%,2137件
14,1300-1349,3493円,112分,104.1%,2100件
15,1350-1399,3688円,109分,104.5%,2093件
16,1400-1449,3465円,107分,104.3%,2079件
17,1450-1499,3692円,103分,104.8%,1951件
18,1500-1549,3928円,102分,105.1%,1882件
19,1550-1599,4355円,99分,105.8%,1949件
20,1600-1649,4515円,96分,106.3%,1820件
21,1650-1699,4625円,93分,106.6%,1841件
22,1700-1749,4659円,90分,106.9%,1845件
23,1750-1799,4378円,88分,106.6%,1704件
24,1800-1849,5070円,85分,108%,1645件
25,1850-1899,4722円,81分,107.8%,1663件
26,1900-1949,4931円,78分,108.5%,1623件
27,1950-1999,4795円,73分,108.7%,1516件
28,2000-2049,5499円,70分,110.4%,1554件
29,2050-2099,5819円,67分,111.6%,1482件
30,2100-2149,5689円,64分,111.8%,1458件
31,2150-2199,5564円,61分,112.2%,1415件
32,2200-2249,5969円,58分,113.8%,1415件
33,2250-2299,6147円,54分,115.1%,1367件
34,2300-2349,6195円,52分,116%,1262件
35,2350-2399,6766円,47分,119.1%,1279件
36,2400-2449,6605円,47分,118.8%,1228件
37,2450-2499,7104円,45分,121.1%,1206件
38,2500-2549,7646円,42分,124%,1217件
39,2550-2599,8119円,41分,126.2%,1171件
40,2600-2649,8018円,41分,125.9%,938件
