,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,3335円,141分,103.2%,635件
1,700-749,3246円,138分,103.1%,665件
2,750-799,3480円,139分,103.3%,658件
3,800-849,3268円,137分,103.2%,690件
4,850-899,3777円,134分,103.8%,688件
5,900-949,3390円,133分,103.4%,650件
6,950-999,4511円,128分,104.7%,623件
7,1000-1049,3449円,131分,103.5%,742件
8,1050-1099,4005円,122分,104.4%,745件
9,1100-1149,3898円,122分,104.3%,797件
10,1150-1199,4534円,120分,105%,673件
11,1200-1249,4398円,114分,105.1%,686件
12,1250-1299,4769円,117分,105.4%,632件
13,1300-1349,4798円,113分,105.7%,588件
14,1350-1399,5051円,112分,106%,515件
15,1400-1449,4244円,106分,105.4%,475件
16,1450-1499,5055円,103分,106.5%,498件
17,1500-1549,5515円,102分,107.2%,428件
18,1550-1599,4971円,101分,106.6%,425件
19,1600-1649,5696円,96分,107.9%,466件
20,1650-1699,5819円,92分,108.4%,455件
21,1700-1749,5692円,90分,108.5%,444件
22,1750-1799,6183円,87分,109.4%,353件
23,1800-1849,6179円,84分,109.8%,377件
24,1850-1899,6398円,81分,110.5%,346件
25,1900-1949,6504円,78分,111.2%,359件
26,1950-1999,5924円,74分,110.6%,344件
27,2000-2049,6784円,71分,112.8%,317件
28,2050-2099,6795円,67分,113.5%,316件
29,2100-2149,6605円,62分,114.2%,318件
30,2150-2199,6635円,60分,114.9%,295件
31,2200-2249,7019円,55分,117.1%,296件
32,2250-2299,7349円,53分,118.4%,278件
33,2300-2349,6657円,50分,117.9%,263件
34,2350-2399,7496円,46分,121.8%,254件
35,2400-2449,7922円,45分,123.4%,251件
36,2450-2499,8482円,44分,125.5%,229件
37,2500-2549,8579円,43分,126.5%,228件
38,2550-2599,8814円,41分,128.7%,232件
39,2600-2649,9442円,39分,132.1%,225件
40,2650-2699,9780円,37分,135.2%,208件
41,2700-2749,10598円,35分,140.3%,190件
42,2750-2799,11263円,32分,146.5%,219件
43,2800-2849,12306円,29分,156.3%,203件
44,2850-2899,12848円,26分,166.4%,213件
45,2900-2949,13985円,23分,180.1%,164件
