,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,2008円,125分,102.1%,25件
1,1100-1149,2206円,118分,102.5%,34件
2,1150-1199,4130円,126分,104.4%,29件
3,1200-1249,4144円,119分,104.6%,54件
4,1250-1299,4701円,107分,105.8%,48件
5,1300-1349,3650円,112分,104.3%,48件
6,1350-1399,2720円,105分,103.5%,54件
7,1400-1449,5052円,102分,106.6%,75件
8,1450-1499,5760円,100分,107.7%,62件
9,1500-1549,4261円,102分,105.6%,61件
10,1550-1599,3261円,92分,104.7%,64件
11,1600-1649,3883円,91分,105.7%,59件
12,1650-1699,4935円,92分,107.1%,72件
13,1700-1749,5311円,88分,108.1%,56件
14,1750-1799,3860円,82分,106.3%,73件
15,1800-1849,4508円,82分,107.4%,67件
16,1850-1899,5162円,74分,109.2%,58件
17,1900-1949,5459円,72分,110.1%,77件
18,1950-1999,6229円,73分,111.4%,79件
19,2000-2049,4261円,66分,108.5%,64件
20,2050-2099,6241円,64分,112.9%,81件
21,2100-2149,5490円,64分,111.4%,82件
22,2150-2199,4507円,58分,110.4%,69件
23,2200-2249,6110円,54分,115.2%,69件
24,2250-2299,5810円,54分,114.4%,67件
25,2300-2349,5805円,49分,115.9%,73件
26,2350-2399,6696円,44分,120.1%,48件
27,2400-2449,5192円,46分,115.1%,50件
28,2450-2499,5285円,46分,115.2%,54件
29,2500-2549,7404円,40分,125%,48件
30,2550-2599,8712円,35分,133.5%,29件
31,2600-2649,9011円,35分,134.3%,42件
32,2650-2699,8219円,35分,131.4%,36件
33,2700-2749,9141円,33分,136.4%,41件
34,2750-2799,9690円,33分,139.5%,48件
35,2800-2849,11529円,27分,156.2%,34件
36,2850-2899,12222円,25分,165.1%,25件
37,2900-2949,13427円,23分,178.1%,40件
