,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,250-299,-2184円,157分,98.1%,2701件
1,300-349,-2173円,155分,98.1%,3527件
2,350-399,-2109円,155分,98.2%,3180件
3,400-449,-1470円,150分,98.7%,2982件
4,450-499,-1596円,150分,98.6%,2564件
5,500-549,-1598円,148分,98.6%,2340件
6,550-599,-1361円,147分,98.8%,2199件
7,600-649,-888円,142分,99.2%,2101件
8,650-699,-1183円,143分,98.9%,1842件
9,700-749,-859円,140分,99.2%,1804件
10,750-799,-304円,137分,99.7%,1665件
11,800-849,89円,134分,100.1%,1609件
12,850-899,-185円,131分,99.8%,2851件
13,900-949,-37円,131分,100%,1650件
14,950-999,-64円,128分,99.9%,1700件
15,1000-1049,372円,126分,100.4%,1464件
16,1050-1099,622円,124分,100.7%,1312件
17,1100-1149,702円,121分,100.8%,1278件
18,1150-1199,510円,120分,100.6%,1249件
19,1200-1249,326円,117分,100.4%,1139件
20,1250-1299,1254円,113分,101.5%,1174件
21,1300-1349,2022円,111分,102.4%,1067件
22,1350-1399,1528円,109分,101.9%,1093件
23,1400-1449,1682円,106分,102.1%,1084件
24,1450-1499,1703円,103分,102.2%,1050件
25,1500-1549,2015円,100分,102.7%,1091件
26,1550-1599,2624円,97分,103.6%,994件
27,1600-1649,3003円,94分,104.3%,1021件
28,1650-1699,2859円,93分,104.1%,882件
29,1700-1749,3013円,89分,104.5%,919件
30,1750-1799,3356円,88分,105.1%,868件
31,1800-1849,2859円,84分,104.6%,836件
32,1850-1899,3503円,80分,105.8%,826件
33,1900-1949,3957円,76分,106.9%,834件
34,1950-1999,4183円,72分,107.7%,802件
35,2000-2049,4128円,70分,107.9%,777件
36,2050-2099,4040円,65分,108.3%,805件
37,2100-2149,4377円,63分,109.3%,740件
38,2150-2199,4845円,61分,110.7%,759件
39,2200-2249,5118円,57分,112%,763件
40,2250-2299,4948円,54分,112.3%,648件
41,2300-2349,4962円,50分,113.2%,680件
42,2350-2399,5624円,48分,115.6%,661件
43,2400-2449,6141円,45分,118.1%,658件
44,2450-2499,6570円,44分,119.7%,608件
45,2500-2549,6396円,43分,119.9%,625件
46,2550-2599,7562円,40分,125.1%,572件
47,2600-2649,8108円,39分,127.8%,559件
48,2650-2699,8417円,37分,130.6%,525件
49,2700-2749,8998円,35分,134.1%,476件
50,2750-2799,10047円,31分,142.5%,386件
51,2800-2849,10961円,28分,151.6%,346件
52,2850-2899,11563円,25分,161.2%,273件
53,2900-2949,12874円,23分,176.2%,185件
