,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,467円,136分,100.5%,39件
1,800-849,2340円,133分,102.4%,51件
2,850-899,1653円,125分,101.8%,71件
3,900-949,2474円,130分,102.5%,60件
4,950-999,1526円,120分,101.7%,72件
5,1000-1049,2925円,126分,103.1%,78件
6,1050-1099,1553円,122分,101.7%,98件
7,1100-1149,1285円,117分,101.5%,82件
8,1150-1199,2560円,116分,102.9%,100件
9,1200-1249,3774円,110分,104.6%,123件
10,1250-1299,2126円,115分,102.5%,107件
11,1300-1349,2533円,114分,103%,123件
12,1350-1399,2858円,111分,103.4%,122件
13,1400-1449,2512円,103分,103.2%,130件
14,1450-1499,2278円,106分,102.9%,158件
15,1500-1549,3621円,98分,104.9%,137件
16,1550-1599,3193円,99分,104.3%,122件
17,1600-1649,3030円,98分,104.1%,134件
18,1650-1699,4305円,90分,106.4%,133件
19,1700-1749,3807円,91分,105.6%,146件
20,1750-1799,5684円,83分,109.1%,150件
21,1800-1849,2632円,83分,104.2%,132件
22,1850-1899,5835円,76分,110.3%,123件
23,1900-1949,5289円,77分,109.1%,128件
24,1950-1999,4526円,71分,108.5%,100件
25,2000-2049,4863円,69分,109.4%,114件
26,2050-2099,5113円,64分,110.6%,100件
27,2100-2149,6757円,59分,115.2%,121件
28,2150-2199,5187円,57分,112.1%,73件
29,2200-2249,7125円,53分,117.9%,93件
30,2250-2299,6605円,47分,118.9%,79件
31,2300-2349,7192円,48分,119.9%,83件
32,2350-2399,6580円,45分,119.7%,84件
33,2400-2449,7331円,43分,122.7%,87件
34,2450-2499,6522円,45分,119.2%,81件
35,2500-2549,7294円,42分,123%,68件
36,2550-2599,7600円,40分,125.2%,69件
37,2600-2649,8000円,39分,127.6%,74件
38,2650-2699,8766円,36分,132.6%,73件
39,2700-2749,9337円,32分,138.3%,51件
40,2750-2799,9518円,31分,141.5%,73件
41,2800-2849,11010円,30分,149.7%,63件
42,2850-2899,12425円,25分,167.4%,58件
43,2900-2949,12612円,22分,175.7%,41件
