,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,3908円,130分,104%,2348件
1,1000-1049,4203円,127分,104.4%,2191件
2,1050-1099,4264円,125分,104.5%,2145件
3,1100-1149,4227円,124分,104.5%,2034件
4,1150-1199,3963円,122分,104.3%,2038件
5,1200-1249,4264円,118分,104.8%,1899件
6,1250-1299,4587円,114分,105.4%,1879件
7,1300-1349,4613円,114分,105.4%,1779件
8,1350-1399,4484円,111分,105.4%,1730件
9,1400-1449,5029円,107分,106.3%,1732件
10,1450-1499,4665円,105分,105.9%,1729件
11,1500-1549,4763円,101分,106.3%,1619件
12,1550-1599,5024円,100分,106.7%,1562件
13,1600-1649,5600円,97分,107.7%,1620件
14,1650-1699,5605円,93分,108%,1498件
15,1700-1749,5629円,91分,108.3%,1512件
16,1750-1799,5742円,89分,108.6%,1508件
17,1800-1849,5451円,87分,108.4%,1416件
18,1850-1899,6059円,83分,109.7%,1354件
19,1900-1949,5800円,79分,109.8%,1405件
20,1950-1999,5941円,75分,110.6%,1331件
21,2000-2049,5701円,70分,110.8%,1275件
22,2050-2099,6319円,68分,112.5%,1275件
23,2100-2149,6762円,65分,114%,1230件
24,2150-2199,6409円,61分,114%,1191件
25,2200-2249,6570円,58分,115.1%,1193件
26,2250-2299,6753円,55分,116.5%,1180件
27,2300-2349,6979円,51分,118.2%,1143件
28,2350-2399,6959円,49分,119%,1047件
29,2400-2449,7709円,45分,122.8%,1064件
30,2450-2499,7677円,45分,122.8%,1024件
31,2500-2549,8048円,44分,124.6%,986件
32,2550-2599,8477円,41分,127.4%,1018件
33,2600-2649,9058円,40分,130.4%,949件
34,2650-2699,9189円,39分,131.1%,808件
