,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,4615円,112分,105.5%,1507件
1,1400-1449,4992円,110分,106.1%,1543件
2,1450-1499,5617円,106分,107.1%,1458件
3,1500-1549,5564円,103分,107.2%,1454件
4,1550-1599,5711円,101分,107.6%,1335件
5,1600-1649,5708円,97分,107.8%,1347件
6,1650-1699,5999円,96分,108.3%,1269件
7,1700-1749,5431円,92分,107.8%,1261件
8,1750-1799,5898円,89分,108.8%,1192件
9,1800-1849,6060円,85分,109.5%,1204件
10,1850-1899,5896円,82分,109.6%,1177件
11,1900-1949,6051円,79分,110.2%,1119件
12,1950-1999,5892円,74分,110.6%,1143件
13,2000-2049,6347円,72分,111.7%,1100件
14,2050-2099,6210円,69分,111.9%,1087件
15,2100-2149,6787円,66分,113.6%,1076件
16,2150-2199,6685円,63分,114.1%,988件
17,2200-2249,6398円,60分,114.3%,970件
18,2250-2299,6831円,57分,116%,960件
19,2300-2349,7185円,52分,118.4%,968件
20,2350-2399,7299円,50分,119.5%,885件
21,2400-2449,7460円,47分,121.1%,938件
22,2450-2499,8121円,46分,123.8%,844件
23,2500-2549,8506円,45分,125.4%,826件
24,2550-2599,8988円,43分,128.2%,786件
25,2600-2649,9560円,41分,131%,700件
26,2650-2699,10267円,38分,135.8%,584件
27,2700-2749,10938円,36分,140.7%,514件
28,2750-2799,11613円,33分,147.3%,397件
29,2800-2849,12657円,30分,156.2%,300件
30,2850-2899,13574円,27分,168%,266件
31,2900-2949,14642円,24分,180.7%,182件
