,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,5510円,114分,106.4%,15件
1,1350-1399,6945円,93分,109.9%,18件
2,1400-1449,5287円,100分,107.1%,23件
3,1450-1499,7204円,102分,109.5%,13件
4,1500-1549,5205円,97分,107.2%,13件
5,1550-1599,6936円,96分,109.6%,21件
6,1600-1649,4470円,101分,105.9%,23件
7,1650-1699,7263円,88分,111.1%,33件
8,1700-1749,6682円,92分,109.7%,21件
9,1750-1799,6007円,92分,108.7%,26件
10,1800-1849,7890円,74分,114.3%,24件
11,1850-1899,7459円,74分,113.5%,27件
12,1900-1949,3856円,68分,107.5%,20件
13,1950-1999,7978円,72分,114.8%,26件
14,2000-2049,8128円,67分,116.3%,38件
15,2050-2099,9171円,61分,119.9%,31件
16,2100-2149,6406円,61分,114%,31件
17,2150-2199,7787円,57分,118.3%,32件
18,2200-2249,8925円,46分,125.8%,23件
19,2250-2299,7985円,45分,123.8%,27件
20,2300-2349,8084円,39分,127.8%,33件
21,2350-2399,9610円,43分,130%,34件
22,2400-2449,6123円,43分,119%,34件
23,2450-2499,6301円,43分,119.4%,23件
24,2500-2549,7525円,39分,125.6%,33件
25,2550-2599,6934円,39分,123.4%,39件
26,2600-2649,7786円,36分,129%,31件
27,2650-2699,8635円,34分,134.4%,22件
28,2700-2749,10287円,30分,145.1%,26件
29,2750-2799,9810円,31分,142.6%,21件
30,2800-2849,10935円,25分,157.7%,19件
31,2850-2899,11357円,24分,162.6%,23件
32,2900-2949,13477円,23分,179.1%,23件
