,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,4195円,115分,104.9%,1791件
1,1350-1399,4458円,112分,105.3%,1836件
2,1400-1449,5140円,109分,106.3%,1730件
3,1450-1499,5290円,106分,106.6%,1749件
4,1500-1549,5260円,103分,106.8%,1625件
5,1550-1599,5363円,100分,107.2%,1633件
6,1600-1649,5697円,98分,107.7%,1540件
7,1650-1699,5165円,95分,107.2%,1511件
8,1700-1749,5575円,92分,108.1%,1446件
9,1750-1799,5908円,88分,108.9%,1456件
10,1800-1849,5408円,85分,108.5%,1403件
11,1850-1899,5549円,82分,109%,1368件
12,1900-1949,5515円,78分,109.4%,1373件
13,1950-1999,6242円,76分,111%,1330件
14,2000-2049,6034円,73分,111.1%,1312件
15,2050-2099,6356円,70分,112.1%,1268件
16,2100-2149,6306円,67分,112.6%,1169件
17,2150-2199,5900円,63分,112.5%,1164件
18,2200-2249,6727円,60分,114.9%,1147件
19,2250-2299,6768円,56分,116.2%,1147件
20,2300-2349,6842円,53分,117.3%,1061件
21,2350-2399,6887円,49分,118.6%,1096件
22,2400-2449,7474円,48分,120.9%,1015件
23,2450-2499,7980円,46分,123.1%,1015件
24,2500-2549,8364円,45分,125%,954件
25,2550-2599,9042円,43分,128%,853件
26,2600-2649,9620円,40分,132.2%,708件
27,2650-2699,10149円,38分,135.3%,631件
28,2700-2749,10731円,36分,140.3%,473件
29,2750-2799,11709円,33分,146.9%,370件
30,2800-2849,12474円,30分,155.7%,317件
31,2850-2899,13907円,27分,168.8%,264件
32,2900-2949,14247円,25分,176.6%,192件
