,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,8400円,111分,110.1%,296件
1,1400-1449,7855円,105分,110%,328件
2,1450-1499,9086円,106分,111.4%,262件
3,1500-1549,8282円,101分,111%,279件
4,1550-1599,8802円,100分,111.7%,249件
5,1600-1649,7813円,92分,111.3%,232件
6,1650-1699,9387円,93分,113.5%,238件
7,1700-1749,9131円,90分,113.5%,199件
8,1750-1799,9117円,87分,114%,220件
9,1800-1849,10354円,82分,116.7%,234件
10,1850-1899,8892円,81分,114.7%,231件
11,1900-1949,9368円,80分,115.6%,217件
12,1950-1999,9307円,77分,116.1%,168件
13,2000-2049,9423円,72分,117.6%,182件
14,2050-2099,10433円,68分,120.6%,168件
15,2100-2149,10816円,65分,122.1%,180件
16,2150-2199,9234円,62分,120%,167件
17,2200-2249,10314円,57分,124.2%,169件
18,2250-2299,9886円,50分,126.4%,166件
19,2300-2349,9294円,46分,127.1%,164件
20,2350-2399,10375円,42分,133.2%,146件
21,2400-2449,11088円,40分,137.2%,145件
22,2450-2499,10946円,40分,136.8%,129件
23,2500-2549,10251円,40分,134%,126件
24,2550-2599,11256円,37分,140.4%,105件
25,2600-2649,11744円,37分,142.1%,120件
26,2650-2699,12845円,35分,148.4%,117件
27,2700-2749,12484円,35分,147.1%,113件
28,2750-2799,13074円,31分,157%,113件
29,2800-2849,13326円,30分,159%,111件
30,2850-2899,14302円,28分,168.9%,91件
31,2900-2949,14944円,23分,184.9%,74件
