,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,4515円,114分,105.3%,2274件
1,1350-1399,5126円,111分,106.2%,2128件
2,1400-1449,5263円,109分,106.4%,2150件
3,1450-1499,5139円,107分,106.4%,1995件
4,1500-1549,5436円,102分,107.1%,2020件
5,1550-1599,5804円,101分,107.7%,1925件
6,1600-1649,5209円,98分,107.1%,1894件
7,1650-1699,5689円,94分,108.1%,1804件
8,1700-1749,5786円,91分,108.4%,1804件
9,1750-1799,5313円,88分,108.1%,1732件
10,1800-1849,5518円,84分,108.7%,1697件
11,1850-1899,5825円,81分,109.6%,1721件
12,1900-1949,6168円,79分,110.4%,1624件
13,1950-1999,5792円,76分,110.2%,1619件
14,2000-2049,6407円,73分,111.7%,1587件
15,2050-2099,6342円,70分,112.1%,1463件
16,2100-2149,6142円,66分,112.3%,1448件
17,2150-2199,6844円,64分,114.3%,1441件
18,2200-2249,6707円,59分,115.1%,1422件
19,2250-2299,6721円,56分,116%,1324件
20,2300-2349,6881円,52分,117.5%,1348件
21,2350-2399,7285円,49分,119.7%,1247件
22,2400-2449,7705円,47分,121.8%,1269件
23,2450-2499,8003円,46分,123.3%,1190件
24,2500-2549,8706円,44分,126.4%,1088件
25,2550-2599,9061円,42分,129.1%,880件
26,2600-2649,9475円,40分,131.4%,781件
27,2650-2699,10022円,38分,135.3%,584件
28,2700-2749,11084円,36分,141.3%,481件
29,2750-2799,11613円,33分,147.3%,379件
30,2800-2849,12842円,30分,156.5%,333件
31,2850-2899,13351円,28分,164%,258件
32,2900-2949,14300円,25分,177.3%,177件
