,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,923円,143分,100.9%,10644件
1,550-599,1268円,142分,101.2%,3412件
2,600-649,1704円,140分,101.6%,1796件
3,650-699,1733円,138分,101.7%,1224件
4,700-749,1760円,135分,101.7%,1020件
5,750-799,1986円,134分,102%,858件
6,800-849,2267円,132分,102.3%,810件
7,850-899,2606円,128分,102.7%,796件
8,900-949,2324円,127分,102.4%,803件
9,950-999,2691円,125分,102.9%,731件
10,1000-1049,2649円,122分,102.9%,719件
11,1050-1099,2955円,122分,103.2%,770件
12,1100-1149,3453円,121分,103.8%,743件
13,1150-1199,2934円,116分,103.4%,683件
14,1200-1249,3212円,112分,103.8%,798件
15,1250-1299,3480円,111分,104.2%,742件
16,1300-1349,3962円,108分,104.9%,727件
17,1350-1399,5002円,105分,106.4%,738件
18,1400-1449,5184円,104分,106.7%,709件
19,1450-1499,4445円,103分,105.8%,716件
20,1500-1549,4757円,97分,106.5%,677件
21,1550-1599,4205円,94分,105.9%,596件
22,1600-1649,5427円,93分,107.7%,587件
23,1650-1699,4702円,89分,107%,602件
24,1700-1749,5333円,87分,108.2%,576件
25,1750-1799,5273円,84分,108.3%,606件
26,1800-1849,5869円,81分,109.7%,532件
27,1850-1899,6449円,78分,111%,508件
28,1900-1949,6447円,76分,111.3%,536件
29,1950-1999,6669円,74分,112.1%,509件
30,2000-2049,6532円,70分,112.5%,482件
31,2050-2099,7107円,68分,113.9%,516件
32,2100-2149,7194円,64分,114.9%,506件
33,2150-2199,7590円,61分,116.7%,437件
34,2200-2249,7430円,54分,118.3%,442件
35,2250-2299,7289円,48分,120.1%,435件
36,2300-2349,7823円,43分,124.3%,428件
37,2350-2399,8266円,42分,126.5%,402件
38,2400-2449,8042円,41分,126.4%,404件
39,2450-2499,8152円,39分,127.8%,406件
40,2500-2549,8729円,37分,131.1%,419件
41,2550-2599,9305円,36分,134.8%,372件
42,2600-2649,9471円,35分,136.2%,374件
43,2650-2699,9856円,34分,138.7%,366件
44,2700-2749,10181円,33分,141.8%,334件
45,2750-2799,11304円,30分,151%,363件
46,2800-2849,11418円,27分,155.5%,331件
47,2850-2899,11779円,24分,164.1%,307件
48,2900-2949,12721円,22分,176.6%,285件
