,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,-359円,142分,99.7%,30件
1,950-999,3849円,117分,104.4%,28件
2,1000-1049,359円,126分,100.4%,35件
3,1050-1099,673円,131分,100.7%,29件
4,1100-1149,3112円,122分,103.4%,47件
5,1150-1199,1806円,114分,102.1%,46件
6,1200-1249,2915円,113分,103.4%,63件
7,1250-1299,2526円,112分,103%,60件
8,1300-1349,2564円,113分,103%,73件
9,1350-1399,2843円,108分,103.5%,65件
10,1400-1449,3046円,103分,103.9%,70件
11,1450-1499,2488円,98分,103.4%,64件
12,1500-1549,3233円,95分,104.5%,74件
13,1550-1599,2056円,97分,102.8%,86件
14,1600-1649,3350円,91分,104.9%,88件
15,1650-1699,3846円,90分,105.7%,107件
16,1700-1749,3782円,88分,105.7%,90件
17,1750-1799,4475円,87分,106.8%,94件
18,1800-1849,4965円,84分,107.9%,88件
19,1850-1899,4438円,79分,107.5%,75件
20,1900-1949,4644円,74分,108.4%,104件
21,1950-1999,4433円,73分,108.1%,95件
22,2000-2049,4172円,69分,108.1%,85件
23,2050-2099,6024円,62分,112.9%,80件
24,2100-2149,4267円,62分,109.1%,63件
25,2150-2199,4307円,61分,109.4%,75件
26,2200-2249,4837円,57分,111.3%,54件
27,2250-2299,4494円,55分,110.9%,54件
28,2300-2349,5536円,47分,115.6%,60件
29,2350-2399,6932円,44分,121.1%,62件
30,2400-2449,6059円,45分,118.1%,47件
31,2450-2499,5199円,46分,115.2%,49件
32,2500-2549,7548円,41分,124.4%,59件
33,2550-2599,7400円,40分,124.6%,47件
34,2600-2649,7852円,39分,126.9%,57件
35,2650-2699,7940円,39分,126.8%,54件
36,2700-2749,9200円,35分,135.5%,42件
37,2750-2799,10482円,32分,144.2%,39件
38,2800-2849,10488円,28分,149.6%,37件
39,2850-2899,11724円,24分,165.9%,36件
40,2900-2949,12796円,23分,173.5%,47件
